Age,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance
20,33189.56,3030.796666666666,9,7,32,8,35,14,4.47,15.0,Bad,4273.39,34.52494333406446,112,Yes,195.2795764567964,109.682396646386,High_spent_Medium_value_payments,248.1176935634843
20,18998.52,1761.21,6,10,25,9,28,19,6.5,13.0,Bad,4419.75,24.783886929211555,82,Yes,137.70774166739392,72.10657927082497,High_spent_Small_value_payments,226.30667906178115
46,55062.87,4801.5725,9,8,18,6,19,15,0.9900000000000002,17.0,Bad,1569.55,31.76019967531705,84,Yes,142.86111673245702,107.75840595729532,High_spent_Large_value_payments,469.5377273102477
46,55062.87,4801.5725,9,8,18,6,22,17,1.0099999999999998,17.0,Bad,1569.55,23.66624785636237,85,Yes,142.86111673245702,190.06533734386144,Low_spent_Small_value_payments,437.2307959236816
46,55062.87,4801.5725,9,8,18,6,21,17,4.01,17.0,Bad,1569.55,38.48160293559253,87,Yes,142.86111673245702,218.3968943905686,High_spent_Small_value_payments,378.8992388769744
23,15116.91,1005.7425,5,2,10,6,7,16,10.84,9.0,Standard,391.93,40.090814225340864,165,Yes,75.32554728942284,78.0240972297721,Low_spent_Small_value_payments,237.22460548080505
23,15116.91,1005.7425,5,2,10,6,7,13,12.84,9.0,Standard,391.93,31.160522522314096,166,Yes,75.32554728942284,57.258670916511726,High_spent_Small_value_payments,227.99003179406543
37,19054.15,1567.8458333333335,3,3,17,6,26,6,10.61,8.0,Standard,2097.89,37.41366629740185,126,Yes,86.85026831130695,122.03343380347344,Low_spent_Small_value_payments,237.90088121855297
14,20661.14,1626.7616666666663,8,8,18,7,19,11,15.29,6.0,Standard,1870.54,24.42423949588605,200,Yes,80.51185289485339,109.82407977801356,Low_spent_Large_value_payments,242.3402339937997
15,20661.14,1626.7616666666663,8,8,18,7,20,11,15.29,6.0,Standard,1870.54,37.461355410358856,201,Yes,80.51185289485339,114.26767259989158,Low_spent_Medium_value_payments,247.8966411719217
27,26976.43,2525.035833333333,7,7,7,4,30,10,20.26,3.0,Standard,426.03,26.355706263147216,256,Yes,62.53029961087679,104.3142112664927,High_spent_Small_value_payments,345.65907245596384
16,72637.48,6064.123333333332,6,5,27,4,20,16,8.41,10.0,Standard,1933.9,31.304785148619523,120,Yes,174.42735551909198,43.87047618752121,High_spent_Large_value_payments,628.1145016267201
44,10952.32,631.7333619752212,6,4,6,1,21,16,10.64,9.0,Standard,1270.54,35.72618657205129,246,No,65.87314109365732,63.81730412336314,Low_spent_Large_value_payments,267.2388594744248
44,10952.32,631.7333619752212,6,4,6,1,20,16,10.64,9.0,Standard,1270.54,32.21019325095461,247,No,65.87314109365732,86.0823496349412,Low_spent_Small_value_payments,264.9738139628467
44,10952.32,631.7333619752212,6,4,6,1,22,16,10.64,9.0,Standard,1270.54,32.04073896753205,249,No,65.87314109365732,58.751023039519616,Low_spent_Medium_value_payments,282.30514055826825
21,23917.38,1724.115,7,4,6,3,14,16,9.98,6.0,Standard,888.53,39.80413643444236,302,Yes,35.50828907001855,42.40201090059503,Low_spent_Large_value_payments,364.5012000293864
41,9093.815,782.8179166666667,3,4,27,7,26,15,8.46,9.0,Standard,1879.03,36.70334764527416,170,Yes,49.26630707431625,68.50050589776707,Low_spent_Large_value_payments,230.51497869458336
38,17983.02,1522.585,5,6,9,4,14,1,1.08,5.0,Good,393.89,32.40750950075845,235,No,36.67945594529282,69.1995216733531,Low_spent_Medium_value_payments,326.3795223813541
43,17562.41,1683.5341666666666,7,9,31,4,29,18,8.94,9.0,Standard,2240.76,34.36975660724732,194,Yes,46.13293784979064,61.33978706571183,Low_spent_Medium_value_payments,340.8806917511642
37,14132.32,1205.6933333333334,6,9,34,8,50,16,23.75,8.0,Bad,4632.52,29.42210670188212,111,Yes,51.74926525441649,107.2967650516534,Low_spent_Small_value_payments,251.52330302726344
37,14132.32,1205.6933333333334,6,9,34,8,50,17,23.75,11.0,Bad,4632.52,31.73821994918848,21,Yes,51.74926525441649,14.175687341579945,High_spent_Large_value_payments,294.64438073733686
36,28010.02,2072.168333333333,9,7,26,4,29,16,6.33,13.0,Bad,1794.71,30.234452610442123,110,Yes,49.87501653203984,60.012171136865575,High_spent_Medium_value_payments,347.329645664428
19,57858.3,4868.525,6,6,25,5,27,18,19.39,9.0,Standard,2298.46,28.11894986543993,103,Yes,226.7060075164017,220.3080054322969,Low_spent_Small_value_payments,329.8384870513013
18,19966.31,1509.8591666666669,6,9,33,9,36,19,27.36,6.0,Bad,2785.45,33.539362834537485,57,Yes,135.39467810938834,147.56069029026818,Low_spent_Medium_value_payments,148.03054826701015
18,19966.31,1509.8591666666669,6,9,33,9,36,18,27.36,6.0,Bad,2785.45,31.47114513797617,58,Yes,135.39467810938834,103.1799636071028,High_spent_Small_value_payments,172.4112749501755
18,19966.31,1509.8591666666669,6,9,33,9,37,22,27.36,11.0,Bad,2785.45,36.11567316786857,59,Yes,135.39467810938834,107.4291292843796,Low_spent_Medium_value_payments,188.1621092728988
32,128494.52,10580.876666666669,4,4,9,2,0,4,10.33,6.0,Good,722.25,43.89997057842076,290,No,176.90460970962792,296.43938156509626,High_spent_Medium_value_payments,834.7436753919426
28,97881.44,8138.786666666668,5,7,4,3,16,15,8.01,3.0,Good,1379.45,30.64857982854149,271,No,217.4601965787133,401.6991073751997,Low_spent_Medium_value_payments,474.7193627127538
28,97881.44,8138.786666666668,5,7,4,3,16,14,4.01,7.0,Good,1379.45,31.15168200278584,273,No,217.4601965787133,167.62662893291852,High_spent_Large_value_payments,668.7918411550351
35,14822.81,981.2341666666664,8,7,16,6,30,23,26.48,17.0,Bad,2921.16,32.521169440976465,89,Yes,51.83455347868679,25.692034683153192,Low_spent_Large_value_payments,290.5968285048267
30,9335.19,844.9325,7,10,26,6,17,20,18.18,12.0,Standard,1860.2,38.25054425402504,141,Yes,41.49926737000092,59.01580145179197,Low_spent_Medium_value_payments,263.9781811782072
32,17004.86,1231.0716666666667,10,10,18,2,24,16,7.49,12.0,Bad,1261.59,28.64802008166366,132,Yes,25.022768764738228,65.83830672516861,Low_spent_Small_value_payments,322.2460911767598
45,54876.2,4760.016666666666,3,4,8,5,17,17,11.01,7.0,Standard,310.47,24.79801069194097,150,Yes,145.62424298240742,157.34483141069632,Low_spent_Medium_value_payments,453.03259227356295
29,58484.22,5043.685,8,5,16,7,17,16,10.95,6.0,Standard,2389.36,33.839976708183734,127,Yes,199.56412975577217,268.8963449156002,Low_spent_Medium_value_payments,315.9080253286276
49,158871.12,12962.26,0,4,8,1,8,1,1.17,5.0,Good,576.48,31.74363262142414,197,No,86.90586037406021,584.9762833882193,Low_spent_Medium_value_payments,904.3438562377206
41,72389.88,6020.490000000002,4,4,15,4,32,13,12.11,7.0,Standard,1144.45,27.810296392469876,60,Yes,144.7824118564135,114.49880009966476,High_spent_Large_value_payments,582.7677880439219
17,54838.44,4336.87,9,5,31,3,46,12,16.56,11.0,Standard,2111.86,23.41631231672387,96,Yes,108.62639534189952,85.76197221455583,High_spent_Medium_value_payments,489.2986324435448
31,37159.0,3299.583333333333,5,4,15,4,16,19,13.43,8.0,Standard,1051.35,24.295058430259985,165,Yes,74.6034267025455,61.39345854332685,High_spent_Medium_value_payments,443.961448087461
36,14314651.0,1039.4558333333332,5,10,26,6,28,16,11.12,12.0,Standard,1275.75,31.351972970092305,71,Yes,73.23949445257473,67.23925668613366,High_spent_Small_value_payments,223.4668321946249
25,21697.64,2088.1366666666668,3,7,8,2,3,11,10.65,6.0,Standard,431.39,33.08532856562904,197,Yes,36.1425286636439,50.92502432547817,High_spent_Medium_value_payments,371.7461136775447
25,21697.64,2088.1366666666668,3,7,8,2,5,13,10.65,6.0,Standard,431.39,37.82378093498003,198,Yes,36.1425286636439,99.81779608866977,Low_spent_Large_value_payments,342.853341914353
43,71732.72,6020.7266666666665,4,3,7,3,5,9,17.8,5.0,Standard,632.16,29.54952784586002,72,Yes,129.93301941562228,202.0481296731884,High_spent_Medium_value_payments,520.0915175778559
43,71732.72,6020.7266666666665,4,3,7,3,5,12,13.8,5.0,Standard,632.16,41.01114658335503,73,Yes,129.93301941562228,280.1931328108424,Low_spent_Medium_value_payments,471.946514440202
21,70981.16,5909.096666666667,8,9,25,7,42,24,4.91,8.0,Bad,4529.63,28.99637065740401,21,Yes,213.52038758134412,148.24670168310584,High_spent_Medium_value_payments,479.1425774022168
21,1448487.0,4740.193333333334,3,5,2,3,5,7,1.36,2.0,Good,222.83,34.556954321647666,266,No,132.96734063560896,260.52724713912204,Low_spent_Medium_value_payments,360.5247455586024
22,57986.32,4740.193333333334,3,5,2,3,5,7,1.36,2.0,Good,222.83,25.86030223362095,268,No,132.96734063560896,221.8626990671592,Low_spent_Medium_value_payments,399.1892936305653
27,17919.81,1474.3175,8,6,25,5,25,16,16.82,10.0,Bad,2515.51,27.382046175027256,77,Yes,62.53662541783595,89.88064757583035,Low_spent_Large_value_payments,265.0144770063337
27,17919.81,1474.3175,8,6,25,5,25,16,26.82,10.0,Bad,2515.51,26.740737279362364,78,Yes,62.53662541783595,91.70099317076983,Low_spent_Small_value_payments,283.1941314113942
56,49790.5,4060.208333333333,6,5,15,2,27,9,3.34,4.0,Standard,1021.5,38.318120321882375,174,No,63.07841790498636,274.7914775817543,Low_spent_Small_value_payments,358.1509378465926
38,9365.44,617.4533333333334,9,5,22,4,20,11,4.28,12.0,Standard,1776.8,33.43229328038252,150,Yes,17.842008163423433,24.45513973845853,Low_spent_Medium_value_payments,299.4481854314513
28,28056.94,2115.078333333333,4,6,10,2,9,12,16.43,6.0,Standard,822.94,33.582268718448226,148,Yes,41.74919161384339,25.71379372348235,High_spent_Large_value_payments,384.0448479960076
27,54811.56,4510.63,4,5,11,6,28,11,4.74,13.0,Standard,2170.62,37.42464376205341,195,Yes,171.34139979515905,280.40639447220343,Low_spent_Large_value_payments,269.3152057326376
27,54811.56,4510.63,4,5,11,6,29,11,11.74,13.0,Standard,2170.62,25.88674957101905,196,Yes,171.34139979515905,147.60244297065762,High_spent_Medium_value_payments,382.1191572341834
15,31785.1,2410.758333333333,7,9,27,9,45,16,27.75,7.0,Bad,4399.44,30.047115315041857,87,Yes,178.77415955675656,262.422181675504,Low_spent_Small_value_payments,89.87949210107273
26,12255.61,868.3008333333332,8,6,19,2,19,19,13.23,5.0,Standard,494.31,30.516098241078595,196,Yes,11.637322964619509,23.1055114877898,High_spent_Small_value_payments,312.087248880924
39,15229.35,1021.1125,10,10,27,5,27,16,24.28,10.0,Bad,4051.83,28.74261940213639,145,Yes,40.57723363949116,134.63649466881222,Low_spent_Small_value_payments,216.89752169169665
39,15229.35,1021.1125,10,10,27,5,27,16,24.28,10.0,Bad,4051.83,36.72596330373689,147,Yes,40.57723363949116,41.076625228804566,Low_spent_Small_value_payments,310.4573911317044
28,32595.22,2606.268333333333,3,3,7,2,10,10,9.72,1.0,Good,796.88,24.94837749867797,168,No,50.30543332319753,149.1035026247971,Low_spent_Large_value_payments,331.21789738533874
19,20403.52,1755.293333333333,1,7,12,1,3,5,3.85,4.0,Good,397.38,28.727108894088545,326,No,13.89072633942496,62.03931801196649,High_spent_Medium_value_payments,349.5992889819419
19,20403.52,1755.293333333333,1,7,12,1,1,5,3.85,4.0,Good,397.38,32.31401577245685,327,No,13.89072633942496,51.826042549745424,Low_spent_Large_value_payments,379.8125644441629
33,69591.18,5708.264999999999,5,1,2,2,5,0,4.02,6.0,Good,1050.09,37.21768751778959,321,No,73.6064190847753,145.65980495996618,High_spent_Medium_value_payments,601.5602759552585
33,69591.18,5708.264999999999,5,1,2,2,11,0,4.02,6.0,Good,1050.09,35.88558882192214,324,No,73.6064190847753,198.7055643089735,Low_spent_Medium_value_payments,578.5145166062513
31,71830.44,6110.87,7,3,19,3,21,9,7.48,3.0,Standard,745.75,32.578838345244925,275,No,119.45344183956333,109.7187958829902,High_spent_Large_value_payments,621.9147622774465
32,71830.44,6110.87,7,3,19,3,17,11,13.48,3.0,Standard,745.75,35.37337203494013,276,No,119.45344183956333,153.45708833852768,High_spent_Large_value_payments,578.176469821909
30,14710.215,1334.0338544205065,2,5,9,2,10,2,4.67,7.0,Good,1373.93,38.3346586590391,175,No,163.2857974997851,13.652629383599088,High_spent_Large_value_payments,357.9640936961096
27,39255.54,3546.295,4,3,6,2,12,4,4.14,5.0,Good,536.03,34.892987199468564,339,No,46.034586059721526,66.13875422202483,High_spent_Small_value_payments,502.4561597182537
28,39255.54,3546.295,4,3,6,2,12,2,4.14,5.0,Good,536.03,29.32807654428862,340,No,46.034586059721526,401.5874766761768,Low_spent_Small_value_payments,197.00743726410184
55,43885.43,3596.119166666667,1,2,11,2,15,8,6.99,2.0,Good,168.53,29.432156983632197,306,No,51.65583324459252,254.0465032644316,Low_spent_Medium_value_payments,333.9095801576425
43,61804.34,5228.361666666667,4,7,12,3,2,13,10.39,5.0,Good,179.87,34.474363887052895,160,No,147.0159494621879,67.9733805815594,High_spent_Large_value_payments,547.8468366229195
43,61804.34,5228.361666666667,4,7,12,3,7,14,10.39,5.0,Good,179.87,26.88615880376613,162,No,147.0159494621879,88.97078609610632,High_spent_Medium_value_payments,536.8494311083725
38,17442.09,1295.5075,8,6,5,2,21,20,16.34,6.0,Standard,1960.42,37.221489377438346,197,Yes,14.637790482507336,126.05274399692787,Low_spent_Medium_value_payments,268.8602155205648
54,18579.36,1298.28,0,4,2,2,4,13,10.14,5.0,Good,1329.98,35.449892747770555,302,No,16.17485724568162,49.707140342415,Low_spent_Large_value_payments,333.9460024119033
29,27559.56,2253.63,6,7,3,3,7,18,7.69,3.0,Good,160.02,37.71336693226473,271,No,41.16753610055615,61.52353739002304,High_spent_Medium_value_payments,372.67192650942087
29,27559.56,2253.63,6,7,3,3,7,18,7.69,3.0,Good,160.02,29.47369754405253,272,No,41.16753610055615,30.686443224049096,High_spent_Medium_value_payments,403.5090206753948
53,94369.64,8164.136666666666,4,7,19,4,22,20,2.99,5.0,Standard,464.88,29.3411319373731,241,Yes,210.70934071526472,319.442657685418,High_spent_Medium_value_payments,536.261668265984
37,33465.57,2820.7975,0,5,10,2,3,1,4.62,2.0,Good,531.91,38.7387323588237,315,No,40.22460348863007,34.01027864949023,High_spent_Medium_value_payments,457.84486786187966
20,132325.88,10961.156666666668,6,5,8,2,26,13,3.43,4.0,Standard,554.27,35.096135406428154,327,No,175.7895143326641,248.6071185713626,High_spent_Large_value_payments,911.71903376264
20,132325.88,10961.156666666668,6,5,8,2,25,13,3.43,4.0,Standard,554.27,34.211879606725375,328,No,175.7895143326641,585.7110078525541,Low_spent_Medium_value_payments,614.6151444814486
32,14214.46,898.5383333333333,4,7,19,4,12,9,12.7,12.0,Standard,908.46,39.14507589228604,168,Yes,41.88616646402907,105.48963058307756,Low_spent_Small_value_payments,232.47803628622668
46,15608.695,1300.5880028744134,7,3,12,4,12,21,6.35,10.0,Standard,488.34,30.18915435680148,201,Yes,92.91440921428024,78.87153802277452,Low_spent_Small_value_payments,321.0230915551984
24,17361.38,1742.781666666667,10,9,21,7,35,20,10.16,12.0,Bad,2244.16,34.381593139114955,161,Yes,51.95924494559267,138.01130717058166,Low_spent_Small_value_payments,274.3076145504924
24,17361.38,1742.781666666667,10,9,21,7,36,18,10.16,12.0,Bad,2244.16,34.32504746572284,162,Yes,51.95924494559267,209.13878725813265,Low_spent_Small_value_payments,203.1801344629414
18,18207.57,1369.2975,5,7,24,5,19,19,9.7,14.0,Standard,2310.54,25.51123589380902,75,Yes,68.3667622704828,91.95792664708254,High_spent_Small_value_payments,236.60506108243464
18,18207.57,1369.2975,5,7,24,5,19,21,9.7,14.0,Standard,2310.54,23.232630566082644,76,Yes,68.3667622704828,55.96212314202948,High_spent_Small_value_payments,272.6008645874877
18,18207.57,1369.2975,5,7,24,5,19,20,9.7,14.0,Standard,2310.54,27.71724318645339,78,Yes,68.3667622704828,48.38524418703654,Low_spent_Medium_value_payments,300.17774354248064
56,37547.68,3292.973333333333,4,6,8,1,19,3,0.89,1.0,Good,1328.69,33.97733103476918,226,No,24.840072506739315,77.70915684415418,High_spent_Medium_value_payments,476.7481039824399
19,68056.4,5805.366666666666,8,9,24,5,33,23,7.74,14.0,Bad,2139.9,26.48513310326736,125,Yes,172.5034566981665,356.03486790405714,High_spent_Small_value_payments,311.99834206444314
44,14954.745,1331.22875,6,4,20,6,17,12,14.91,6.0,Standard,255.76,36.65227650065214,186,Yes,54.36774160005656,124.785503847045,Low_spent_Small_value_payments,243.96962955289845
45,28497.43,2086.785833333333,0,6,1,3,10,8,13.51,2.0,Good,1261.74,34.230002476154546,330,No,46.09619340261104,16.34253179576671,High_spent_Large_value_payments,386.2398581349556
33,164401.8,13674.15,4,1,10,1,15,10,2.44,3.0,Good,790.78,34.834501332882944,255,No,110.25752673787804,479.4350282305634,Low_spent_Medium_value_payments,1057.722445031559
22,28910.14,2441.1783333333333,8,6,11,4,7,20,7.67,3.0,Standard,496.03,35.90958547388189,226,No,75.1242701040224,94.1158238155206,High_spent_Medium_value_payments,324.8777394137903
23,28910.14,2441.1783333333333,8,6,11,4,7,17,7.67,6.0,Standard,496.03,34.80582511576364,228,No,75.1242701040224,135.08235858479193,High_spent_Small_value_payments,293.911204644519
28,17116.42,1590.368333333333,8,6,22,7,37,18,3.64,15.0,Bad,2574.89,33.76127873433513,193,Yes,89.75068619884186,18.221515715897123,High_spent_Large_value_payments,291.0646314185944
28,17116.42,1590.368333333333,8,6,22,7,36,20,3.64,15.0,Bad,2574.89,34.337738363728484,195,Yes,89.75068619884186,71.95582909553501,Low_spent_Small_value_payments,287.3303180389564
48,21212.91,1496.7425,3,4,10,3,20,19,5.13,1.0,Standard,993.15,27.56514183634324,296,No,45.74570037068675,104.33987358576768,Low_spent_Medium_value_payments,279.58867604354555
48,21212.91,1496.7425,3,4,10,3,19,18,5.13,5.0,Standard,993.15,33.140169158326046,297,No,45.74570037068675,55.45176127748453,Low_spent_Large_value_payments,318.4767883518287
41,36964.22,3025.351666666667,10,10,22,6,42,19,25.83,6.0,Bad,4004.45,26.81632533868997,90,Yes,106.91542741714476,177.57527991558152,Low_spent_Large_value_payments,288.0444593339405
41,36964.22,3025.351666666667,10,10,22,6,42,19,25.83,9.0,Bad,4004.45,30.730628798462845,91,Yes,106.91542741714476,73.72815367904464,High_spent_Small_value_payments,381.8915855704772
41,36964.22,3025.351666666667,10,10,22,6,42,19,25.83,9.0,Bad,4004.45,38.70934703471223,92,Yes,106.91542741714476,279.92463395691465,Low_spent_Small_value_payments,205.6951052926073
39,36993.94,3375.828333333333,1,7,9,2,21,2,2.91,9.0,Good,283.01,25.139808207270374,231,No,55.7016887713807,341.02336063760714,Low_spent_Small_value_payments,230.8577839243456
39,36993.94,3375.828333333333,1,7,9,2,24,3,2.91,9.0,Good,283.01,27.097526363515964,232,No,55.7016887713807,239.7572542212769,Low_spent_Medium_value_payments,322.12389034067576
40,36993.94,3375.828333333333,1,7,9,2,24,2,2.91,9.0,Good,283.01,38.71766942920633,234,No,55.7016887713807,105.6642483890263,High_spent_Medium_value_payments,426.2168961729264
30,31577.16,2924.43,10,6,15,2,24,18,14.07,9.0,Bad,1470.79,32.10722555032333,193,Yes,40.24901952297961,33.722180022619945,High_spent_Medium_value_payments,468.4718004544004
31,31577.16,2924.43,10,6,15,2,24,18,14.07,9.0,Bad,1470.79,28.00800142524343,194,Yes,40.24901952297961,37.50960535514317,High_spent_Medium_value_payments,464.6843751218772
35,22311.08,1561.256666666667,4,3,7,4,20,16,8.34,4.0,Standard,318.78,28.41189391944639,247,No,58.98276403850478,105.35540881309755,Low_spent_Medium_value_payments,271.7874938150643
25,17277.78,1212.8149999999996,9,8,19,9,16,25,4.08,10.0,Bad,1774.51,37.62922403770689,156,Yes,72.31335765942605,62.5416064199289,Low_spent_Small_value_payments,276.42653592064505
42,62086.53,5316.8775,7,4,16,2,9,19,4.08,7.0,Standard,1286.42,28.69081141148909,335,No,57.40295877139104,85.4506929153556,High_spent_Large_value_payments,628.8340983132532
22,31152.06,2348.005,4,5,16,4,20,15,1.31,6.0,Standard,674.41,29.183136758510187,288,No,65.04548037832448,31.791102670616123,High_spent_Medium_value_payments,387.96391695105945
32,38250.71,2941.5591666666664,1,7,8,3,15,2,0.76,7.0,Good,1464.74,35.60136847915147,258,No,91.48681025211955,263.2573442596573,Low_spent_Large_value_payments,209.41176215488983
46,59873.88,4836.49,3,5,9,3,0,3,3.11,5.0,Good,1017.45,27.34778551644704,182,No,117.107326028894,194.38064703009968,High_spent_Medium_value_payments,422.1610269410063
36,23163.38,1995.281666666667,4,3,8,5,12,16,9.38,8.0,Standard,506.3,29.51487967391087,165,Yes,68.55642939971186,100.84999119530993,Low_spent_Large_value_payments,300.12174607164485
36,23163.38,1995.281666666667,4,3,8,5,12,14,9.38,8.0,Standard,506.3,37.94891218082834,167,Yes,68.55642939971186,16.099414546943294,High_spent_Large_value_payments,354.8723227200116
36,23163.38,1995.281666666667,4,3,8,5,12,18,9.38,8.0,Standard,506.3,36.20749902313717,168,Yes,68.55642939971186,52.06990075998614,High_spent_Medium_value_payments,328.90183650696866
38,116569.62,9991.135,4,4,7,3,9,11,13.5,8.0,Good,757.7,40.24504789932517,201,No,149.5974624044698,508.3280617768059,Low_spent_Large_value_payments,611.1879758187242
27,44590.1,3605.841666666666,5,5,8,1,6,3,2.51,2.0,Good,555.48,24.165591649382844,220,No,33.797192831899984,135.545864166923,High_spent_Medium_value_payments,441.2411096678437
27,44590.1,3605.841666666666,5,5,8,1,6,6,2.51,2.0,Good,555.48,37.28832333348144,221,No,33.797192831899984,237.36238199721623,Low_spent_Small_value_payments,379.4245918375505
53,63383.1,5443.925,6,3,8,3,26,18,3.54,5.0,Standard,549.06,29.785737166577512,314,Yes,151.43424890220038,198.5259749640913,High_spent_Medium_value_payments,444.4322761337085
30,10302.935,949.5779166666664,3,4,12,3,20,10,7.89,2.0,Standard,786.85,39.34086342711338,217,Yes,19.157731086339,45.33853021552633,High_spent_Small_value_payments,290.4615303648013
30,10302.935,949.5779166666664,3,4,12,3,21,10,6.89,2.0,Standard,786.85,23.971700724713983,218,Yes,19.157731086339,36.72187768800108,Low_spent_Large_value_payments,309.0781828923266
36,19419.65,1485.3041666666668,8,6,25,5,41,22,25.22,14.0,Bad,4525.71,26.781217170325643,92,Yes,78.88884969804327,186.4271260611937,Low_spent_Small_value_payments,173.21444090742975
29,23216.36,1965.696666666667,6,3,9,3,15,9,13.37,10.0,Standard,861.44,29.944829626717038,96,Yes,56.0019930127594,68.75542645075079,High_spent_Medium_value_payments,321.8122472031565
22,10037.735,871.4779166666667,8,7,30,5,17,17,10.170000000000002,13.0,Bad,3052.44,37.83725695155184,85,Yes,36.66766176172972,114.38950039181316,Low_spent_Small_value_payments,226.09062951312384
22,10037.735,871.4779166666667,8,7,30,5,17,15,17.17,13.0,Bad,3052.44,32.29188994436354,86,Yes,36.66766176172972,80.35921720641944,Low_spent_Small_value_payments,260.12091269851754
33,16114.17,1160.8475,3,6,13,2,22,15,14.99,11.0,Standard,1246.74,23.13543833969728,200,Yes,25.779887116455583,35.494335327848844,Low_spent_Medium_value_payments,334.8105275556956
33,16114.17,1160.8475,3,6,13,2,26,17,14.99,11.0,Standard,1246.74,31.76734358090423,201,Yes,25.779887116455583,86.71278514622637,Low_spent_Small_value_payments,293.59207773731805
33,16114.17,1160.8475,3,6,13,2,26,17,20.99,11.0,Standard,1246.74,32.31524201018118,202,Yes,25.779887116455583,15.838941564844609,High_spent_Large_value_payments,314.46592131869977
46,22555.52,1995.6266666666668,6,3,14,4,30,12,6.79,2.0,Standard,1418.49,32.35101247130745,244,No,55.00709723901187,86.48671209261107,Low_spent_Medium_value_payments,338.06885733504373
46,22555.52,1995.6266666666668,6,3,14,4,30,14,11.79,2.0,Standard,1418.49,36.63341675347702,245,No,55.00709723901187,92.0270072642015,Low_spent_Small_value_payments,342.52856216345333
32,67629.14,5479.761666666666,0,3,10,1,1,1,4.69,7.0,Good,177.03,27.543035771174445,327,No,45.55074911202353,157.53241571742896,High_spent_Medium_value_payments,594.8930018372142
32,67629.14,5479.761666666666,0,3,10,1,1,3,4.69,7.0,Good,177.03,32.012444611150386,328,No,45.55074911202353,603.578575457378,Low_spent_Small_value_payments,188.8468420972652
37,16480.5,1669.375,8,6,16,7,11,13,12.82,10.0,Standard,201.57,35.830771561063315,75,Yes,85.12486299611507,35.678396999719745,High_spent_Large_value_payments,286.1342400041652
19,19121.21,1501.434166666667,8,7,15,7,22,17,13.94,6.0,Standard,448.39,26.304996544672232,156,Yes,79.711652353559,24.55260757404311,High_spent_Large_value_payments,285.87915673906457
19,19121.21,1501.434166666667,8,7,15,7,26,18,13.94,6.0,Standard,448.39,40.44909454191789,157,Yes,79.711652353559,62.90018705136963,Low_spent_Small_value_payments,297.53157726173805
55,20515.94,1649.6616666666666,7,5,15,2,21,19,7.47,6.0,Standard,878.79,34.30829842473259,159,No,20.774306305542108,40.16213133022816,High_spent_Medium_value_payments,354.0297290308964
56,20515.94,1649.6616666666666,7,5,15,2,21,20,7.47,6.0,Standard,878.79,31.076812714622324,160,No,20.774306305542108,113.86886649545112,Low_spent_Large_value_payments,300.3229938656735
31,66357.14,5688.761666666666,8,4,8,1,12,13,9.66,3.0,Standard,1414.17,33.520454710865195,204,No,47.08813642232575,158.76806253412653,High_spent_Medium_value_payments,613.0199677102144
31,66357.14,5688.761666666666,8,4,8,1,12,13,9.66,3.0,Standard,1414.17,25.56699916739997,205,No,47.08813642232575,330.95067758509737,High_spent_Small_value_payments,450.8373526592436
27,35883.18,3176.265,6,5,8,4,9,10,7.63,5.0,Good,78.52,37.21837000128106,316,No,115.80242971608308,171.30349760239363,High_spent_Small_value_payments,290.52057268152333
40,10296.705,1130.05875,8,6,26,7,32,24,25.58,12.0,Bad,3632.53,26.954828819002568,125,Yes,38.53878272374139,76.98578543725782,Low_spent_Large_value_payments,267.4813068390008
30,28481.67,2441.4725,0,3,9,2,9,1,7.45,3.0,Good,104.85,22.613288310032964,313,No,46.99155012123087,217.5982140515825,Low_spent_Small_value_payments,269.5574858271866
30,28481.67,2441.4725,0,3,9,2,9,1,3.45,3.0,Good,104.85,30.945041847467465,314,No,46.99155012123087,267.7805420596166,Low_spent_Small_value_payments,219.3751578191525
46,126769.86000000002,10265.155,5,4,6,1,12,5,6.63,1.0,Good,393.52,29.89885869622388,246,No,79.73353789280046,150.60597275152085,High_spent_Large_value_payments,1036.1759893556791
46,126769.86000000002,10265.155,5,4,6,1,12,5,0.6299999999999999,3.0,Good,393.52,37.84439546656419,249,No,79.73353789280046,206.06989485526347,High_spent_Large_value_payments,980.7120672519364
37,10086.965,711.5804166666667,6,6,27,3,11,22,16.23,5.0,Standard,1689.61,38.00613887149647,84,Yes,18.990222859460424,58.65386427783648,Low_spent_Large_value_payments,263.5139545293698
44,17302.08,1355.84,7,8,21,9,29,16,29.37,12.0,Bad,4570.87,31.17710318723013,42,Yes,67.95958721035365,50.91722517769016,Low_spent_Small_value_payments,306.70718761195616
44,17302.08,1355.84,7,8,21,9,28,16,29.37,12.0,Bad,4570.87,36.2858072638922,43,Yes,67.95958721035365,140.1648093583572,Low_spent_Medium_value_payments,207.4596034312892
44,17302.08,1355.84,7,8,21,9,29,15,29.37,12.0,Bad,4570.87,28.006560236870754,44,Yes,67.95958721035365,79.22194439878368,Low_spent_Small_value_payments,278.4024683908627
