Age,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,normalized_dti,normalized_emi,normalized_delinquency,normalized_credit_history,normalized_savings,normalized_utilization,normalized_utilization_risk,normalized_inquiry_intensity,normalized_investment_ratio,normalized_loan_burden_index,behavioral_risk_indicator,credit_mix_quality,normalized_savings_capacity_ratio,population_density_factor,Default_Flag,Borrower_Tier
32,34188.81,2719.0675,0,4,5,1,13,1,8.22,1,Good,1076.67,35.122382974302795,241,No,25.17859847630681,131.7617025584297,High_spent_Small_value_payments,374.96644896526345,0.0315,0.009257,0.5,1.0,0.137852,1.0,1.0,0.2,0.048441,1.0,0,2,0.942282,1.08,0,Prime
31,51093.9,4347.825,9,5,26,4,35,20,0.4400000000000004,11,Bad,1997.75,36.0336896823214,69,Yes,92.85831858507002,225.28388893085528,Low_spent_Small_value_payments,406.6402924840748,0.0391,0.021353,1.0,0.575,0.093506,1.0,1.0,1.0,0.051803,1.0,1,0,0.926827,1.0,0,Subprime
15,15007.61,1135.6341666666667,6,6,27,4,25,18,15.28,13,Standard,2530.81,33.327611134255086,168,Yes,49.65825698288429,70.04780896538857,Low_spent_Small_value_payments,283.85735071839383,0.1686,0.043689,1.0,1.0,0.249735,1.0,1.0,1.0,0.061627,1.0,1,1,0.894591,1.04,0,Near_Prime
37,91686.69,7842.5575,3,3,3,2,17,0,6.69,3,Good,579.04,27.54636259848344,186,No,83.09116325853846,393.14373396796685,Low_spent_Large_value_payments,578.0208527734948,0.0063,0.010594,0.0,1.0,0.073694,1.0,1.0,0.75,0.050123,1.0,0,2,0.939276,0.96,0,Prime
50,21196.23,1983.3525,5,6,11,4,18,19,19.92,6,Standard,1383.67,27.24934419721093,164,Yes,61.541296327035205,241.1094630978457,Low_spent_Small_value_payments,185.6844905751191,0.0653,0.031013,1.0,1.0,0.093574,1.0,1.0,0.857143,0.121505,1.0,1,1,0.847404,1.04,0,Near_Prime
55,84094.1,6874.841666666667,0,2,3,3,1,15,11.12,4,Good,554.82,34.37539764222161,239,No,185.2324779907228,85.57467195508251,High_spent_Large_value_payments,656.6770167208615,0.0066,0.02694,1.0,1.0,0.095505,1.0,1.0,1.0,0.012446,1.0,0,2,0.960609,1.08,1,Near_Prime
21,56850.32,4753.526666666667,3,6,5,4,27,6,12.94,9,Standard,201.22,29.25517401643277,101,Yes,135.2489550937056,342.0015665115027,Low_spent_Medium_value_payments,278.1021450614584,0.0035,0.028446,1.0,0.841667,0.058492,1.0,1.0,1.0,0.071932,1.0,1,1,0.899601,1.04,0,Prime
18,41644.48,3464.373333333333,6,7,22,8,47,19,4.77,8,Bad,3191.7,35.03536009322915,90,Yes,188.13936576988567,189.5104950598508,Low_spent_Medium_value_payments,248.7874725035969,0.0766,0.054291,1.0,0.75,0.071792,1.0,1.0,1.0,0.054687,1.0,1,0,0.89099,1.0,0,Near_Prime
18,41644.48,3464.373333333333,6,7,22,8,47,19,4.77,8,Bad,3191.7,29.5709123830477,93,Yes,188.13936576988567,193.517215212702,High_spent_Small_value_payments,224.7807523507456,0.0766,0.054291,1.0,0.775,0.064865,1.0,1.0,1.0,0.055843,1.0,1,0,0.889834,1.04,0,Near_Prime
20,60801.28,4858.7733333333335,3,7,2,2,10,11,7.39,5,Good,1272.77,33.73398653730389,230,No,89.58348299812592,176.38176517992198,High_spent_Medium_value_payments,469.9120851552855,0.0209,0.018434,1.0,1.0,0.096694,1.0,1.0,0.625,0.036294,1.0,0,2,0.945261,1.08,1,Near_Prime
23,30758.43,2822.2025,4,5,8,1,16,16,0.4699999999999998,6,Standard,471.15,31.50243149741157,309,Yes,24.403119867184767,348.3454824186511,Low_spent_Small_value_payments,199.4716477141641,0.0153,0.008644,1.0,1.0,0.070654,1.0,1.0,1.0,0.123387,1.0,1,1,0.867923,0.96,0,Subprime
47,31254.23,2665.5191666666665,0,6,4,4,12,3,8.94,6,Good,783.52,35.826841807964634,304,No,74.50361697815286,166.03087934111468,High_spent_Small_value_payments,286.0174203473992,0.0251,0.02794,0.6,1.0,0.107262,1.0,1.0,0.857143,0.062265,1.0,0,2,0.909761,1.0,0,Prime
23,18417.19,1754.7658333333331,9,10,27,5,50,17,18.24,13,Bad,4682.62,34.6606879276623,66,Yes,53.69033545455992,26.08721981496955,High_spent_Large_value_payments,335.69902806380384,0.2542,0.030579,1.0,0.55,0.191198,1.0,1.0,1.0,0.014858,1.0,1,0,0.954537,1.0,0,Near_Prime
46,35032.66,2853.388333333334,10,6,33,7,48,18,6.52,10,Bad,1789.0,27.724557576297823,116,Yes,150.5000972995266,284.17995905341024,Low_spent_Small_value_payments,140.65877698039657,0.0511,0.052726,1.0,0.966667,0.049278,1.0,1.0,1.0,0.099559,1.0,1,0,0.847662,0.96,1,Near_Prime
25,32835.4,2690.2833333333333,2,6,2,1,13,11,5.35,7,Good,866.86,31.05153285660964,273,No,14.03481796499766,210.780192313694,Low_spent_Large_value_payments,314.2133230546417,0.0264,0.005215,1.0,1.0,0.116752,1.0,1.0,1.0,0.07832,1.0,0,2,0.916434,0.96,0,Subprime
30,32426.78,2999.231666666666,6,5,2,2,25,15,3.41,1,Good,1080.61,30.65062772603186,228,No,32.36628525654384,113.26057548015233,High_spent_Medium_value_payments,404.29630592997046,0.0333,0.010788,1.0,1.0,0.134755,1.0,1.0,0.166667,0.037751,1.0,0,2,0.951445,1.08,1,Subprime
41,18329.93,1312.4941666666666,7,6,6,6,17,8,12.41,6,Standard,161.04,30.29734820410452,202,Yes,51.96709426169093,19.700233340666564,High_spent_Large_value_payments,299.5820890643092,0.0088,0.039564,1.0,1.0,0.22808,1.0,1.0,0.857143,0.014998,1.0,1,1,0.945396,1.0,1,Prime
26,12427.74,767.645,6,6,11,4,20,11,6.61,1,Good,223.93,34.303048041240324,278,No,33.808269077321896,87.4412075165753,Low_spent_Small_value_payments,245.51502340610284,0.018,0.043984,1.0,1.0,0.319413,1.0,1.0,0.142857,0.11376,1.0,0,2,0.84205,0.96,0,Prime
40,60575.7,4794.975,4,7,15,3,21,21,3.27,9,Standard,832.55,36.87420719690154,306,No,135.03772302070848,110.20774421503198,High_spent_Medium_value_payments,484.2520327642597,0.0137,0.028156,1.0,1.0,0.100971,1.0,1.0,1.0,0.022979,1.0,0,1,0.948854,1.04,0,Subprime
43,62359.82,5120.651666666667,4,5,11,1,14,10,8.94,3,Standard,250.56,30.22147652370593,245,Yes,29.765762963349623,189.77489049631745,Low_spent_Large_value_payments,562.5245132069996,0.004,0.005812,1.0,1.0,0.109833,1.0,1.0,0.5,0.037053,1.0,1,1,0.957126,1.0,0,Subprime
43,62359.82,5120.651666666667,4,5,11,1,18,9,8.94,8,Standard,250.56,29.69468463895823,246,Yes,29.765762963349623,71.56637369814659,High_spent_Medium_value_payments,660.7330300051702,0.004,0.005812,1.0,1.0,0.129008,1.0,1.0,1.0,0.013973,1.0,1,1,0.980211,1.0,0,Subprime
37,9987.295,578.2745833333332,8,5,23,7,19,19,11.03,16,Bad,2943.52,28.704345358679124,42,Yes,47.263744741439154,22.61378974042614,High_spent_Small_value_payments,247.94992385146804,0.2947,0.081591,1.0,0.35,0.428035,1.0,1.0,1.0,0.039038,1.0,1,0,0.879162,0.96,0,Near_Prime
37,9987.295,578.2745833333332,8,5,23,7,19,22,5.03,16,Bad,2943.52,33.22037638390581,43,Yes,47.263744741439154,73.89759328864753,Low_spent_Small_value_payments,226.6661203032466,0.2947,0.081591,1.0,0.358333,0.391293,1.0,1.0,1.0,0.127569,1.0,1,0,0.790478,1.0,0,Near_Prime
47,98803.47,8099.622499999998,0,3,3,2,9,3,5.83,2,Good,766.77,35.34481396743016,315,No,120.17368971419693,339.6722739404484,High_spent_Medium_value_payments,600.1162863453546,0.0078,0.014835,1.0,1.0,0.074083,1.0,1.0,0.5,0.041932,1.0,0,2,0.943226,0.96,0,Prime
47,98803.47,8099.622499999998,0,3,3,2,11,6,5.83,7,Good,766.77,40.97719492840876,317,No,120.17368971419693,102.47401039698477,High_spent_Medium_value_payments,837.3145498888182,0.0078,0.014835,1.0,1.0,0.103364,1.0,1.0,1.0,0.01265,1.0,0,2,0.972511,1.0,0,Prime
31,35059.2,2653.6,8,6,25,9,33,20,22.42,10,Bad,2834.16,28.55109666739479,48,Yes,200.38615492103,99.44982517320852,High_spent_Medium_value_payments,215.5240199057616,0.0808,0.075486,1.0,0.4,0.081189,1.0,1.0,1.0,0.037463,1.0,1,0,0.887008,1.08,0,Near_Prime
54,12924.77,810.0641666666667,5,7,5,2,15,17,12.7,4,Standard,149.02,22.456807012449,333,Yes,11.515262851738438,48.076209684736966,Low_spent_Small_value_payments,311.41494413019126,0.0115,0.014198,1.0,1.0,0.383958,1.0,1.0,0.5,0.059275,1.0,1,1,0.926436,1.04,0,Subprime
54,12924.77,810.0641666666667,5,7,5,2,19,17,12.7,4,Standard,149.02,33.77485508939117,334,Yes,11.515262851738438,80.76038536405594,Low_spent_Small_value_payments,278.7307684508723,0.0115,0.014198,1.0,1.0,0.343661,1.0,1.0,0.5,0.099573,1.0,1,1,0.886088,1.04,1,Subprime
29,33036.44,2881.036666666667,4,3,17,6,27,18,13.76,7,Standard,1377.16,39.12966818743289,71,Yes,143.14034480959944,145.46310997884822,Low_spent_Medium_value_payments,279.50021187821903,0.0417,0.049666,1.0,0.591667,0.09698,1.0,1.0,1.0,0.050472,1.0,1,1,0.899827,0.96,0,Near_Prime
44,37227.24,3006.27,8,7,28,2,46,10,4.32,17,Standard,1309.53,37.91989518027217,177,Yes,47.42556537230404,39.69122803339854,High_spent_Medium_value_payments,463.5102065942974,0.0352,0.01577,1.0,1.0,0.15413,1.0,1.0,1.0,0.013198,1.0,1,1,0.971022,1.04,1,Near_Prime
44,37227.24,3006.27,8,7,28,2,50,8,7.32,17,Standard,1309.53,25.248663250847308,178,Yes,47.42556537230404,257.0944413023077,Low_spent_Medium_value_payments,276.10699332538826,0.0352,0.01577,1.0,1.0,0.091813,1.0,1.0,1.0,0.085491,1.0,1,1,0.898705,1.08,0,Near_Prime
16,8507.27,779.9391666666667,7,6,17,8,26,22,7.22,6,Bad,1409.04,30.51794950324604,205,Yes,42.84444050925079,58.16039595078097,Low_spent_Medium_value_payments,256.9890802066349,0.1656,0.054863,1.0,1.0,0.329077,1.0,1.0,0.857143,0.074475,1.0,1,0,0.870497,0.96,0,Near_Prime
49,18894.02,1524.5016666666668,0,3,7,2,5,2,3.83,3,Good,501.22,31.63848007588773,241,No,29.57994369350492,85.29780194507272,Low_spent_Small_value_payments,327.57242102808897,0.0265,0.01939,0.666667,1.0,0.214731,1.0,1.0,0.75,0.055915,1.0,0,2,0.924646,0.96,0,Prime
49,18894.02,1524.5016666666668,0,3,7,2,5,3,3.83,3,Good,501.22,33.100707124892786,242,No,29.57994369350492,91.8634737697038,Low_spent_Small_value_payments,321.006749203458,0.0265,0.01939,1.0,1.0,0.210427,1.0,1.0,0.75,0.060219,1.0,0,2,0.920339,1.08,0,Prime
49,18894.02,1524.5016666666668,0,3,7,2,6,3,3.83,6,Good,501.22,25.5193532312682,243,No,29.57994369350492,78.32715094727158,High_spent_Small_value_payments,304.5430720258902,0.0265,0.01939,1.0,1.0,0.199635,1.0,1.0,1.0,0.051345,1.0,0,2,0.929218,0.96,0,Prime
49,18894.02,1524.5016666666668,0,3,7,2,1,3,3.83,6,Good,501.22,25.45303906832137,244,No,29.57994369350492,144.6971170929013,Low_spent_Small_value_payments,268.1731058802605,0.0265,0.01939,1.0,1.0,0.175793,1.0,1.0,1.0,0.094852,1.0,0,2,0.885683,0.96,0,Prime
37,7453.305,828.10875,6,10,22,9,34,19,16.6,10,Bad,2718.93,30.172553665713835,15,Yes,40.43972300596853,45.320310286421325,Low_spent_Small_value_payments,287.0508417076102,0.3647,0.048775,1.0,0.125,0.346216,1.0,1.0,0.909091,0.054661,1.0,1,0,0.896439,1.04,1,Near_Prime
37,7453.305,828.10875,6,10,22,9,34,19,10.6,10,Bad,2718.93,27.355586857442614,16,Yes,40.43972300596853,84.7445013080178,Low_spent_Small_value_payments,247.62665068601368,0.3647,0.048775,1.0,0.133333,0.298666,1.0,1.0,0.909091,0.102212,1.0,1,0,0.848831,1.0,0,Near_Prime
37,7453.305,828.10875,6,10,22,9,33,19,16.6,10,Bad,2718.93,38.07631467435436,18,Yes,40.43972300596853,86.02452225129939,Low_spent_Small_value_payments,246.3466297427321,0.3647,0.048775,1.0,0.15,0.297122,1.0,1.0,0.909091,0.103755,1.0,1,0,0.847285,1.08,1,Near_Prime
26,9846.615,826.55125,8,5,19,8,26,16,1.55,15,Bad,4121.85,31.801615687245125,70,Yes,33.19555230388199,36.2532177160987,Low_spent_Small_value_payments,303.2063549800193,0.4186,0.040113,1.0,0.583333,0.36639,1.0,1.0,1.0,0.043808,1.0,1,0,0.915978,0.96,0,Near_Prime
26,9846.615,826.55125,8,5,19,8,26,17,1.55,15,Bad,4121.85,25.382040877003323,71,Yes,33.19555230388199,43.76921877871494,Low_spent_Small_value_payments,295.69035391740306,0.4186,0.040113,1.0,0.591667,0.357308,1.0,1.0,1.0,0.05289,1.0,1,0,0.906884,1.0,0,Near_Prime
50,31080.36,2394.03,8,4,6,1,27,16,11.92,5,Standard,512.07,34.529429638694246,329,No,19.6561400460888,56.88531535685596,High_spent_Medium_value_payments,412.8615445970552,0.0165,0.008207,1.0,1.0,0.172383,1.0,1.0,1.0,0.023751,1.0,0,1,0.968028,1.0,1,Subprime
41,83789.22,7051.435,8,6,2,2,10,17,14.21,7,Good,1185.23,36.39201272785235,320,No,98.48607055933506,180.9475509878753,High_spent_Medium_value_payments,675.7098784527898,0.0141,0.013965,1.0,1.0,0.095812,1.0,1.0,1.0,0.025657,1.0,0,2,0.960372,1.0,0,Subprime
44,7201.505,488.1254166666666,6,5,29,5,17,9,14.2,15,Standard,2452.08,30.42329847515096,142,Yes,24.900268505522515,62.345079150447,Low_spent_Small_value_payments,251.5671940106972,0.3404,0.050908,1.0,1.0,0.51432,1.0,1.0,1.0,0.127462,1.0,1,1,0.821264,1.04,0,Prime
25,39139.35,3414.6125,3,3,4,4,22,11,1.94,4,Good,1258.77,32.592854569105285,170,No,122.62129950203928,67.34773727688166,High_spent_Large_value_payments,391.4922132210791,0.0322,0.0359,1.0,1.0,0.114618,1.0,1.0,1.0,0.019718,1.0,0,2,0.944366,0.96,1,Prime
29,68552.32,5618.693333333334,7,8,31,7,40,17,27.16,13,Bad,4274.09,31.93329700832951,39,Yes,207.71025827372296,52.72664179317569,High_spent_Large_value_payments,541.4324332664348,0.0623,0.036961,1.0,0.325,0.096346,1.0,1.0,1.0,0.009382,1.0,1,0,0.953648,1.04,1,Near_Prime
37,112080.48,9211.04,2,4,7,2,4,12,5.69,3,Good,1360.45,26.38362226644895,217,No,105.3645555985702,600.3056399872461,High_spent_Small_value_payments,475.4338044141839,0.0121,0.011438,1.0,1.0,0.05161,1.0,1.0,0.6,0.065165,1.0,0,2,0.923389,0.96,1,Near_Prime
36,14526.58,1318.5483333333334,5,7,31,7,11,20,12.1,7,Standard,2447.81,31.5486063893196,180,Yes,83.96047515733541,27.74856022088291,High_spent_Small_value_payments,280.14579795511503,0.1685,0.063628,1.0,1.0,0.212304,1.0,1.0,0.875,0.021029,1.0,1,1,0.915279,0.96,0,Near_Prime
29,36780.03,3169.0025,5,6,5,2,15,1,10.42,5,Good,195.07,33.26265275229924,333,No,61.19963022308218,77.51085611831338,High_spent_Large_value_payments,418.1897636586045,0.0053,0.019306,0.333333,1.0,0.131921,1.0,1.0,0.714286,0.024451,1.0,0,2,0.956229,1.0,0,Prime
48,97174.44,8015.87,4,3,14,4,30,14,4.3,3,Standard,137.68,36.28341592344478,246,Yes,184.75222818887812,172.23924934439808,High_spent_Medium_value_payments,694.5955224667238,0.0014,0.023045,1.0,1.0,0.086642,1.0,1.0,0.75,0.021485,1.0,1,1,0.955464,1.04,0,Near_Prime
48,97174.44,8015.87,4,3,14,4,30,11,1.3,3,Standard,137.68,33.89610771664997,248,Yes,184.75222818887812,138.20111691774085,High_spent_Large_value_payments,718.6336548933809,0.0014,0.023045,1.0,1.0,0.08964,1.0,1.0,0.75,0.017239,1.0,1,1,0.959711,1.0,0,Prime
47,11617.39,850.1158333333333,7,7,16,1,22,14,13.01,7,Standard,816.39,40.038740633091614,328,Yes,5.463308977561259,78.94627725121605,Low_spent_Medium_value_payments,280.60199710455606,0.0703,0.006419,1.0,1.0,0.329687,1.0,1.0,0.875,0.092756,1.0,1,1,0.900708,1.08,0,Subprime
45,43734.68,3650.556666666667,0,5,5,1,13,10,9.33,3,Good,1016.51,30.6672400295202,249,No,19.844233033078226,72.09826462536745,High_spent_Large_value_payments,513.113169008221,0.0232,0.005434,1.0,1.0,0.140519,1.0,1.0,0.5,0.019745,1.0,0,2,0.974814,1.0,0,Subprime
45,43734.68,3650.556666666667,0,5,5,1,13,11,8.33,3,Good,1016.51,39.83250795093574,250,No,19.844233033078226,124.85425792257222,Low_spent_Small_value_payments,510.35717571101634,0.0232,0.005434,1.0,1.0,0.139764,1.0,1.0,0.5,0.034192,1.0,0,2,0.960363,0.96,0,Subprime
26,20235.8,1699.3166666666666,8,7,7,2,15,15,4.74,6,Standard,856.73,31.34341406242413,191,No,28.317032541678863,54.70472629864955,Low_spent_Medium_value_payments,366.9099078263383,0.0423,0.016654,1.0,1.0,0.215789,1.0,1.0,0.75,0.032173,1.0,0,1,0.951144,1.08,0,Subprime
26,20235.8,1699.3166666666666,8,7,7,2,24,18,4.74,6,Standard,856.73,36.55148515604146,192,No,28.317032541678863,214.8557201015961,Low_spent_Small_value_payments,216.7589140233917,0.0423,0.016654,1.0,1.0,0.127481,1.0,1.0,0.75,0.126362,1.0,0,1,0.8569,1.04,1,Subprime
24,53370.42,4618.535,6,7,7,3,20,19,8.68,7,Standard,240.27,31.40751932623753,211,Yes,96.55527043921596,79.91385795628256,High_spent_Large_value_payments,525.3843716045013,0.0045,0.020902,1.0,1.0,0.113731,1.0,1.0,0.875,0.017299,1.0,1,1,0.961791,1.04,1,Subprime
41,15723.705,1191.30875,7,3,6,4,8,11,5.68,3,Standard,632.13,31.46739124559573,201,No,29.31306813104736,68.68180312451118,Low_spent_Small_value_payments,311.1360037444415,0.0402,0.024585,1.0,1.0,0.260953,1.0,1.0,0.75,0.057604,1.0,0,1,0.917742,0.96,0,Prime
41,15723.705,1191.30875,7,3,6,4,12,11,5.68,7,Standard,632.13,26.91353718001756,202,No,29.31306813104736,34.230972138897535,Low_spent_Large_value_payments,325.5868347300551,0.0402,0.024585,1.0,1.0,0.273073,1.0,1.0,1.0,0.02871,1.0,0,1,0.94666,1.04,0,Prime
37,97420.86,7838.405,6,7,20,4,22,15,1.08,6,Standard,619.58,27.5551306403217,289,No,179.02114630812974,408.3524514167661,Low_spent_Small_value_payments,486.4669022751042,0.0064,0.022836,1.0,1.0,0.062054,1.0,1.0,0.75,0.05209,1.0,0,1,0.925065,0.96,0,Near_Prime
37,18508.07,1678.3391666666666,9,6,23,5,42,25,20.44,9,Bad,3019.17,24.7956764537888,11,Yes,64.88860760772316,148.57571837534755,Low_spent_Large_value_payments,224.369590683596,0.1631,0.038639,1.0,0.091667,0.133606,1.0,1.0,1.0,0.088473,1.0,1,0,0.872812,1.0,0,Subprime
37,18508.07,1678.3391666666666,9,6,23,5,41,27,20.44,9,Bad,3019.17,28.02376504381704,10,Yes,64.88860760772316,38.43608718772624,High_spent_Large_value_payments,304.50922187121733,0.1631,0.038639,1.0,0.083333,0.181327,1.0,1.0,1.0,0.022888,1.0,1,0,0.938436,1.0,0,Subprime
37,18508.07,1678.3391666666666,9,6,23,5,41,25,20.44,9,Bad,3019.17,29.174552766653207,11,Yes,64.88860760772316,39.727443613815886,High_spent_Small_value_payments,323.21786544512764,0.1631,0.038639,1.0,0.091667,0.192467,1.0,1.0,1.0,0.023657,1.0,1,0,0.937667,1.08,0,Subprime
24,77832.74,6234.061666666667,5,4,5,3,23,12,6.01,3,Good,454.41,31.40456035559796,254,No,152.73406149921473,291.0801051598966,Low_spent_Medium_value_payments,459.5920000075554,0.0058,0.024496,1.0,1.0,0.073711,1.0,1.0,0.6,0.046684,1.0,0,2,0.928808,0.96,0,Near_Prime
30,31632.32,2421.026666666666,2,3,9,3,1,9,3.7,6,Good,73.75,26.87990199633347,331,No,59.02287401364738,94.33394087980172,High_spent_Small_value_payments,348.7458517732176,0.0023,0.024369,1.0,1.0,0.143989,1.0,1.0,1.0,0.038948,1.0,0,2,0.936656,1.08,0,Prime
21,118875.69,9939.3075,0,4,12,2,10,5,6.5,1,Good,374.28,37.696551344234926,320,No,99.33992627175422,318.37314283240687,Low_spent_Medium_value_payments,856.2176808958387,0.0031,0.009994,1.0,1.0,0.086136,1.0,1.0,0.2,0.032029,1.0,0,2,0.957974,1.04,0,Prime
34,35134.51,2824.875833333333,8,6,15,3,18,14,3.16,6,Standard,1359.56,39.762341931871376,326,No,45.90645160593744,171.54424110693674,High_spent_Small_value_payments,325.0368906204592,0.0387,0.016245,1.0,1.0,0.115022,1.0,1.0,0.857143,0.060705,1.0,0,1,0.923023,0.96,1,Near_Prime
42,12868.625,829.3854166666667,6,7,5,4,28,8,0.77,3,Standard,837.85,34.26764202360003,337,Yes,39.26859785049104,74.43941457978156,Low_spent_Small_value_payments,259.2305292363941,0.0651,0.04729,1.0,1.0,0.312181,1.0,1.0,0.375,0.089644,1.0,1,1,0.862901,0.96,1,Prime
42,12868.625,829.3854166666667,6,7,5,4,28,8,5.77,3,Standard,837.85,37.40741041522079,339,Yes,39.26859785049104,74.5497323136194,Low_spent_Small_value_payments,259.1202115025563,0.0651,0.04729,1.0,1.0,0.312048,1.0,1.0,0.375,0.089777,1.0,1,1,0.862768,1.08,1,Prime
26,71531.2,6170.9333333333325,9,7,8,3,15,10,2.72,4,Standard,642.03,25.350240055141768,162,No,162.96910334937076,170.80430708929555,High_spent_Medium_value_payments,533.3199228946671,0.009,0.026405,1.0,1.0,0.086411,1.0,1.0,0.5,0.027674,1.0,0,1,0.945912,0.96,0,Prime
18,15471.01,1467.250833333333,6,9,20,5,27,6,13.76,11,Standard,1687.51,28.17765979428599,133,Yes,36.673929688692375,22.406272450651045,High_spent_Large_value_payments,327.64488119399,0.1091,0.024978,1.0,1.0,0.223153,1.0,1.0,1.0,0.015261,1.0,1,1,0.959734,0.96,0,Prime
18,15471.01,1467.250833333333,6,9,20,5,27,8,13.76,11,Standard,1687.51,23.5262546304178,134,Yes,36.673929688692375,150.0038494209208,Low_spent_Medium_value_payments,240.04730422372012,0.1091,0.024978,1.0,1.0,0.163492,1.0,1.0,1.0,0.102165,1.0,1,1,0.87277,1.08,0,Prime
45,41678.65,3672.220833333333,2,5,7,4,10,6,5.31,6,Good,1209.49,28.350106106425272,217,No,76.0582711669853,124.814827375808,High_spent_Medium_value_payments,416.34898479054,0.029,0.020706,1.0,1.0,0.113347,1.0,1.0,1.0,0.03398,1.0,0,2,0.945299,1.0,0,Prime
23,9898.6,862.8833333333333,6,8,20,5,29,27,5.01,16,Bad,1302.29,25.933755847782862,73,Yes,40.66265592855844,91.39963303180691,Low_spent_Small_value_payments,244.226044372968,0.1315,0.04707,1.0,0.608333,0.282707,1.0,1.0,1.0,0.105801,1.0,1,0,0.846952,1.04,1,Subprime
30,28485.71,2401.8091666666664,1,6,7,3,5,1,14.33,3,Good,939.54,34.83147991674941,227,No,51.28993103573894,175.7929659320994,Low_spent_Large_value_payments,283.0980196988283,0.033,0.021346,0.25,1.0,0.11782,1.0,1.0,0.428571,0.073161,1.0,0,2,0.905453,0.96,0,Prime
16,15974.84,1159.0721406981395,8,6,23,9,28,23,5.91,12,Bad,2234.61,38.54491259669029,181,Yes,180.85578699080804,143.93197006102247,Low_spent_Small_value_payments,188.0004355833632,0.1399,0.1559,1.0,1.0,0.162059,1.0,1.0,1.0,0.124072,1.0,1,0,0.719786,0.96,0,Near_Prime
16,15974.84,1159.0721406981395,8,6,23,9,28,25,5.91,14,Bad,2234.61,33.609856264763536,183,Yes,180.85578699080804,140.42535657664968,Low_spent_Small_value_payments,191.5070490677359,0.1399,0.1559,1.0,1.0,0.165082,1.0,1.0,1.0,0.121049,1.0,1,0,0.722812,0.96,1,Near_Prime
43,35319.26,3082.271666666667,4,3,7,4,5,2,6.66,3,Good,140.19,26.078705251415315,295,No,112.73623806176728,152.00887856970346,Low_spent_Medium_value_payments,323.4820500351961,0.004,0.036564,0.4,1.0,0.104915,1.0,1.0,0.75,0.049301,1.0,0,2,0.914107,1.0,0,Prime
26,10830.26,922.5216666666664,8,7,3,3,21,11,1.89,5,Standard,375.51,27.44346635370909,335,No,13.543918109318929,0.0,High_spent_Large_value_payments,311.9856994524664,0.0347,0.014666,1.0,1.0,0.337822,1.0,1.0,0.625,0.0,1.0,0,1,0.985319,1.0,0,Prime
26,10830.26,922.5216666666664,8,7,3,3,18,11,1.89,5,Standard,375.51,32.48781561154306,336,No,13.543918109318929,103.40441057103745,Low_spent_Small_value_payments,265.3038379863103,0.0347,0.014666,1.0,1.0,0.287274,1.0,1.0,0.625,0.111967,1.0,0,1,0.87323,1.08,0,Near_Prime
23,8329.915,660.1595833333333,8,5,30,8,41,19,0.79,12,Bad,2308.1,35.27509165711925,190,Yes,31.265801966468825,88.21401642819636,Low_spent_Small_value_payments,236.53613993866816,0.2771,0.047289,1.0,1.0,0.35776,1.0,1.0,1.0,0.133423,1.0,1,0,0.819014,1.0,0,Near_Prime
19,107871.9,8816.325,3,4,8,3,28,19,6.27,3,Standard,1005.83,38.44618841911964,330,No,227.24178904981625,223.0067936039024,High_spent_Medium_value_payments,681.3839173462817,0.0093,0.025772,1.0,1.0,0.077278,1.0,1.0,0.6,0.025292,1.0,0,1,0.94893,1.08,0,Subprime
19,107871.9,8816.325,3,4,8,3,25,20,12.27,3,Standard,1005.83,29.362178051386444,331,No,227.24178904981625,279.4961884989462,Low_spent_Large_value_payments,644.8945224512377,0.0093,0.025772,1.0,1.0,0.073139,1.0,1.0,0.6,0.031699,1.0,0,1,0.942523,1.04,1,Subprime
36,57074.58,4679.215,7,9,15,3,23,26,1.79,8,Bad,2554.42,22.784022708433262,81,Yes,109.1532272852117,359.57791332446635,Low_spent_Small_value_payments,289.1903593903221,0.0448,0.023322,1.0,0.675,0.06179,1.0,1.0,0.8,0.076829,1.0,1,0,0.899827,1.08,0,Subprime
17,16762.18,1419.8483333333334,5,6,20,3,29,8,9.3,13,Standard,1005.25,29.01629057593101,136,Yes,36.24728808207077,103.46085288033989,Low_spent_Small_value_payments,292.2766923709226,0.06,0.025511,1.0,1.0,0.205706,1.0,1.0,1.0,0.072816,1.0,1,1,0.901603,1.0,0,Prime
26,39560.62,3247.7183333333337,6,10,29,7,23,16,18.66,9,Standard,1513.0,28.05780989246536,203,Yes,189.0428085190761,87.42859601529928,High_spent_Medium_value_payments,298.30042879895814,0.0382,0.05819,1.0,1.0,0.091821,1.0,1.0,0.818182,0.026912,1.0,1,1,0.914872,1.04,1,Prime
26,39560.62,3247.7183333333337,6,10,29,7,23,19,11.66,9,Standard,1513.0,33.22960747955388,204,Yes,189.0428085190761,77.69749710547444,High_spent_Medium_value_payments,308.0315277087829,0.0382,0.05819,1.0,1.0,0.094816,1.0,1.0,0.818182,0.023916,1.0,1,1,0.917868,1.04,0,Near_Prime
