Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,normalized_dti,normalized_emi,normalized_delinquency,normalized_credit_history,normalized_savings,normalized_utilization,normalized_utilization_risk,normalized_inquiry_intensity,normalized_investment_ratio,normalized_loan_burden_index,behavioral_risk_indicator,credit_mix_quality,normalized_savings_capacity_ratio,population_density_factor,Default_Flag,Borrower_Tier,Debt_Stress_Index,Repayment_Stress,Credit_Exposure,Liquidity_Buffer,Behavioral_Risk_Composite,Credit_Instability,Payment_Instability,Net_Cash_Flow,Obligation_Ratio,Credit_Depth
3817283.0,5600.616666666666,7,9,34,3,48,23,16.55,7,Bad,2383.13,29.97015031378745,203,Yes,144.59863484445015,365.0931553419831,High_spent_Small_value_payments,310.36987648023336,0.0006,0.025814,1.0,1.0,0.055407,1.0,1.0,0.7,0.065176,1.0,1,0,0.908994,1.0,1,Subprime,0.0006,0.025814,269.731352824087,0.029592999999999998,1.0,115.85000000000001,1104,5456.018031822216,0.02581373261489097,12
18327.97,1276.3308333333334,10,5,34,3,49,11,13.63,12,Standard,2358.32,36.8493957191816,187,Yes,23.823110550113203,48.55328516413346,Low_spent_Medium_value_payments,335.2566876190867,0.1287,0.018651,1.0,1.0,0.262467,1.0,1.0,1.0,0.038012,1.0,1,1,0.943293,0.96,0,Near_Prime,0.1287,0.018651,184.246978595908,0.243816,1.0,163.56,539,1252.5077227832203,0.01865069716350948,8
18327.97,1276.3308333333334,10,5,34,3,49,9,13.63,12,Standard,2358.32,34.68871416667533,188,Yes,23.823110550113203,126.16497072278584,Low_spent_Medium_value_payments,257.6450020604343,0.1287,0.018651,1.0,1.0,0.201706,1.0,1.0,1.0,0.098772,1.0,1,1,0.882485,1.0,0,Near_Prime,0.1287,0.018651,173.44357083337667,0.183055,1.0,163.56,441,1252.5077227832203,0.01865069716350948,8
38690.04,3074.17,5,3,16,2,11,14,12.39,7,Standard,590.94,29.39192813299764,314,Yes,40.095337319239846,29.02991861112876,High_spent_Large_value_payments,478.2917440696315,0.0153,0.013038,1.0,1.0,0.155533,1.0,1.0,1.0,0.00944,1.0,1,1,0.977514,0.96,0,Subprime,0.0153,0.013038,88.17578439899293,0.142495,1.0,86.73,154,3034.0746626807604,0.013038413264710518,5
22705.83,1728.1525,4,6,4,2,27,14,6.53,8,Good,854.1,36.92886327200375,327,No,22.67080269893449,196.82933981896744,Low_spent_Small_value_payments,243.31510748209809,0.0376,0.013111,1.0,1.0,0.140714,1.0,1.0,1.0,0.11383,1.0,0,2,0.872986,0.96,1,Subprime,0.0376,0.013111,221.57317963202252,0.127603,0.0,52.24,378,1705.4816973010654,0.01311093307208849,8
8969.985,617.4987500000002,9,6,22,8,50,21,16.73,9,Bad,4325.59,38.86198136423681,104,Yes,39.621966905487135,24.67769930232325,Low_spent_Small_value_payments,287.45020879218964,0.4822,0.064062,1.0,0.866667,0.464755,1.0,1.0,1.0,0.039899,1.0,1,0,0.895871,1.04,0,Near_Prime,0.4822,0.064062,233.17188818542087,0.40069299999999997,1.0,150.57,1050,577.876783094513,0.06406151492705058,14
26918.38,2442.1983333333333,6,5,10,2,10,13,5.48,6,Standard,1054.9,36.187222117986025,263,Yes,43.92660964787593,75.63825993312601,High_spent_Medium_value_payments,374.6549637523314,0.0392,0.017979,1.0,1.0,0.153346,1.0,1.0,1.0,0.030959,1.0,1,1,0.951042,1.08,1,Near_Prime,0.0392,0.017979,180.93611058993014,0.13536700000000002,1.0,32.88,130,2398.2717236854573,0.01797914195035712,7
14469.88,1382.823333333333,10,10,29,9,40,25,5.35,15,Bad,3349.7,38.74827906069,88,Yes,61.64272276549457,139.57744918030176,Low_spent_Medium_value_payments,217.062161387537,0.2315,0.044545,1.0,0.733333,0.156857,1.0,1.0,1.0,0.100864,1.0,1,0,0.854486,1.0,0,Near_Prime,0.2315,0.044545,387.48279060690004,0.112312,1.0,80.25,1000,1321.1806105678384,0.044545225738469446,19
37720.58,3212.3816666666667,6,9,24,5,22,17,1.14,13,Bad,1573.68,34.403838990564466,111,Yes,128.94140886702775,138.42323326876502,High_spent_Small_value_payments,313.87352453087385,0.0417,0.040126,1.0,0.925,0.097677,1.0,1.0,1.0,0.043077,1.0,1,0,0.916771,1.0,0,Near_Prime,0.0417,0.040126,309.6345509150802,0.057551,1.0,14.819999999999999,374,3083.440257799639,0.04012639089983431,14
48356.66,4233.721666666666,3,4,16,2,8,10,17.01,13,Standard,1323.42,24.386720498700427,166,Yes,45.44154274137288,135.34786984745273,High_spent_Medium_value_payments,492.58275407784106,0.0274,0.010731,1.0,1.0,0.11632,1.0,1.0,1.0,0.031961,1.0,1,1,0.957298,1.04,1,Near_Prime,0.0274,0.010731,97.54688199480171,0.105589,1.0,221.13000000000002,80,4188.280123925293,0.01073070353101669,6
40023.81,3214.3175,2,5,5,4,13,4,3.2,5,Good,1137.04,27.849447554076185,280,No,122.9857763390716,288.27064826908907,Low_spent_Medium_value_payments,190.1753253918393,0.0284,0.03825,0.8,1.0,0.059147,1.0,1.0,0.833333,0.089655,1.0,0,2,0.872055,1.04,0,Prime,0.0284,0.030600000000000002,139.24723777038093,0.020897,0.0,16.0,52,3091.3317236609287,0.03824996328949524,9
40023.81,3214.3175,2,5,5,4,13,6,1.2,5,Good,1137.04,36.259877231010215,282,No,122.9857763390716,84.80847886047529,High_spent_Medium_value_payments,363.63749480045306,0.0284,0.03825,1.0,1.0,0.113095,1.0,1.0,0.833333,0.026376,1.0,0,2,0.935354,1.0,0,Prime,0.0284,0.03825,181.29938615505108,0.074845,0.0,6.0,78,3091.3317236609287,0.03824996328949524,9
40023.81,3214.3175,3,6,5,4,13,6,0.8,5,Good,1137.04,29.508972257652804,283,No,122.9857763390716,46.01452772695669,High_spent_Large_value_payments,392.4314459339717,0.0284,0.03825,1.0,1.0,0.122051,1.0,1.0,0.714286,0.014311,1.0,0,2,0.947423,1.0,1,Prime,0.0284,0.03825,177.05383354591683,0.08380100000000001,0.0,4.0,78,3091.3317236609287,0.03824996328949524,10
132262.74,11228.895,3,5,11,1,15,0,2.17,4,Good,309.13,35.5689602468542,291,No,77.63386826733726,548.0456685246278,Low_spent_Large_value_payments,767.209963208035,0.0023,0.006913,0.0,1.0,0.068319,1.0,1.0,0.666667,0.048802,1.0,0,2,0.94428,1.04,0,Prime,0.0023,0.0,177.84480123427102,0.061406,0.0,8.68,0,11151.261131732663,0.006913142844820656,6
35976.97,3126.080833333333,2,3,12,3,2,0,9.61,4,Good,568.67,32.24226655191556,321,No,53.686328808072325,95.7585048588418,High_spent_Medium_value_payments,413.1632496664192,0.0158,0.017168,0.0,1.0,0.132124,1.0,1.0,1.0,0.030622,1.0,0,2,0.952194,0.96,0,Prime,0.0158,0.0,96.72679965574669,0.11495599999999999,0.0,38.44,0,3072.394504525261,0.01716819349081073,6
28287.18,2236.265,4,4,2,1,8,8,6.87,1,Good,1010.16,29.84089975894186,180,No,15.159223831780109,147.6810684280968,Low_spent_Large_value_payments,330.78620774012313,0.0357,0.006776,1.0,1.0,0.147853,1.0,1.0,0.2,0.06601,1.0,0,2,0.927182,1.08,0,Near_Prime,0.0357,0.006776,119.36359903576744,0.141077,0.0,6.87,64,2221.1057761682196,0.006775783750150344,5
28287.18,2236.265,4,4,2,1,8,9,6.87,1,Good,1010.16,37.70635486883836,181,No,15.159223831780109,66.65130710873103,Low_spent_Large_value_payments,411.8159690594889,0.0357,0.006776,1.0,1.0,0.184071,1.0,1.0,0.2,0.029791,1.0,0,2,0.963416,1.08,0,Near_Prime,0.0357,0.006776,150.82541947535344,0.177295,0.0,6.87,72,2221.1057761682196,0.006775783750150344,5
77641.56,6180.13,4,6,20,4,6,8,11.3,17,Standard,2619.62,27.353112836805742,131,Yes,182.85013003855343,595.6025933001482,Low_spent_Medium_value_payments,119.56027666129836,0.0337,0.029582,1.0,1.0,0.019343,1.0,1.0,1.0,0.096358,1.0,1,1,0.874039,1.08,0,Prime,0.0337,0.029582,164.11867702083447,-0.010239000000000002,1.0,192.10000000000002,48,5997.279869961447,0.02958199067784587,10
77641.56,6180.13,4,6,20,4,6,11,11.3,17,Standard,2619.62,27.32862314616168,133,Yes,182.85013003855343,128.176035396637,High_spent_Large_value_payments,546.9868345648097,0.0337,0.029582,1.0,1.0,0.088493,1.0,1.0,1.0,0.020737,1.0,1,1,0.949673,1.04,0,Near_Prime,0.0337,0.029582,163.97173887697008,0.058911000000000005,1.0,192.10000000000002,66,5997.279869961447,0.02958199067784587,10
25740.18,2197.015,5,6,1,1,23,10,2.77,2,Standard,1273.88,28.845910220921912,221,No,19.46604342760477,55.51209735664104,High_spent_Medium_value_payments,394.72335921575416,0.0495,0.008856,1.0,1.0,0.179582,1.0,1.0,0.285714,0.025256,1.0,0,1,0.965873,1.04,1,Subprime,0.0495,0.008856,173.07546132553148,0.170726,0.0,5.54,230,2177.548956572395,0.008856192258744717,7
64173.56,5163.796666666666,7,4,11,2,12,17,6.66,3,Standard,497.23,36.542912535034986,306,No,68.34879900986488,134.52310365454318,High_spent_Medium_value_payments,563.5077640022586,0.0077,0.013234,1.0,1.0,0.109106,1.0,1.0,0.6,0.026046,1.0,0,1,0.960713,1.08,0,Subprime,0.0077,0.013234,146.17165014013995,0.095872,0.0,19.98,204,5095.4478676568015,0.013233589513985039,6
18958888.0,5163.796666666666,7,4,11,2,12,17,6.66,3,Standard,497.23,26.10832142021239,307,No,68.34879900986488,286.92364364002617,Low_spent_Medium_value_payments,441.1072240167756,0.0,0.013234,1.0,1.0,0.085407,1.0,1.0,0.6,0.055554,1.0,0,1,0.931199,1.08,0,Subprime,0.0,0.013234,104.43328568084956,0.072173,0.0,19.98,204,5095.4478676568015,0.013233589513985039,6
64173.56,5163.796666666666,7,4,11,2,12,17,9.66,3,Standard,497.23,30.09168903129928,308,No,68.34879900986488,115.55034825695142,High_spent_Small_value_payments,592.4805193998502,0.0077,0.013234,1.0,1.0,0.114715,1.0,1.0,0.6,0.022373,1.0,0,1,0.964387,1.08,0,Subprime,0.0077,0.013234,120.36675612519711,0.101481,0.0,28.98,204,5095.4478676568015,0.013233589513985039,6
16436.66,1472.7216666666666,10,9,34,6,21,21,3.58,10,Bad,2669.09,28.15719682717168,75,Yes,77.91293446628192,86.29050193627351,Low_spent_Large_value_payments,253.0687302641112,0.1624,0.052868,1.0,0.625,0.171721,1.0,1.0,1.0,0.058553,1.0,1,0,0.888503,0.96,0,Near_Prime,0.1624,0.052868,253.41477144454512,0.11885300000000001,1.0,35.8,441,1394.8087322003846,0.052868147512894405,15
16436.66,1472.7216666666666,10,9,34,6,25,19,3.58,10,Bad,2669.09,40.163639952867314,76,Yes,77.91293446628192,88.94275815577333,High_spent_Small_value_payments,240.4164740446114,0.1624,0.052868,1.0,0.633333,0.163136,1.0,1.0,1.0,0.060352,1.0,1,0,0.886702,1.04,0,Near_Prime,0.1624,0.052868,361.4727595758058,0.110268,1.0,35.8,475,1394.8087322003846,0.052868147512894405,15
9390.68,686.5566666666667,9,7,31,9,17,26,17.2,13,Bad,4598.36,38.63507829235351,68,Yes,45.556760190942605,42.76126259646986,Low_spent_Medium_value_payments,260.3376438792542,0.4896,0.066259,1.0,0.566667,0.378642,1.0,1.0,1.0,0.062193,1.0,1,0,0.871361,1.0,1,Near_Prime,0.4896,0.066259,270.4455480464746,0.31238299999999997,1.0,223.6,442,640.9999064757242,0.06625891711850553,16
19014.19,1405.5158333333331,3,8,32,5,21,15,9.75,13,Standard,2034.13,28.315539296175707,175,Yes,75.49603202141245,96.60493255022524,Low_spent_Small_value_payments,258.45061876169564,0.107,0.053676,1.0,1.0,0.183752,1.0,1.0,1.0,0.068684,1.0,1,1,0.877553,0.96,0,Near_Prime,0.107,0.053676,226.52431436940566,0.130076,1.0,126.75,315,1330.0198013119207,0.05367592047825919,13
19014.19,1405.5158333333331,3,8,32,5,21,14,9.75,13,Standard,2034.13,31.22456870315569,176,Yes,75.49603202141245,130.45779824782068,Low_spent_Medium_value_payments,214.5977530641002,0.107,0.053676,1.0,1.0,0.152574,1.0,1.0,1.0,0.092752,1.0,1,1,0.853467,1.08,0,Near_Prime,0.107,0.053676,249.79654962524552,0.09889799999999999,1.0,126.75,294,1330.0198013119207,0.05367592047825919,13
19014.19,1405.5158333333331,3,8,32,5,21,16,2.75,13,Standard,2034.13,31.32061188853963,177,Yes,75.49603202141245,45.26342125826413,Low_spent_Medium_value_payments,299.7921300536568,0.107,0.053676,1.0,1.0,0.213145,1.0,1.0,1.0,0.032181,1.0,1,1,0.914082,0.96,1,Near_Prime,0.107,0.053676,250.56489510831705,0.159469,1.0,35.75,336,1330.0198013119207,0.05367592047825919,13
19014.19,1405.5158333333331,3,8,32,5,21,15,9.75,13,Standard,2034.13,26.56388101198604,178,Yes,75.49603202141245,79.84345730926141,Low_spent_Medium_value_payments,265.21209400265946,0.107,0.053676,1.0,1.0,0.18856,1.0,1.0,1.0,0.056767,1.0,1,1,0.889479,1.08,0,Near_Prime,0.107,0.053676,212.51104809588833,0.134884,1.0,126.75,315,1330.0198013119207,0.05367592047825919,13
27910.59,2598.8825,3,7,14,2,29,16,5.960000000000001,5,Standard,229.47,30.7781606165368,294,Yes,36.628733932760895,113.0085471002354,Low_spent_Large_value_payments,380.2509689670037,0.0082,0.014089,1.0,1.0,0.146257,1.0,1.0,0.625,0.043467,1.0,1,1,0.942422,1.04,1,Subprime,0.0082,0.014089,215.44712431575758,0.132168,1.0,29.800000000000004,464,2562.253766067239,0.014088611286379631,9
35849.77,3126.480833333333,3,3,8,2,25,20,15.2,5,Standard,566.08,24.92647716384696,205,Yes,58.05787091770174,207.21967136281089,High_spent_Small_value_payments,307.3705410528207,0.0158,0.018564,1.0,1.0,0.098281,1.0,1.0,1.0,0.066258,1.0,1,1,0.915151,1.04,1,Subprime,0.0158,0.018564,74.77943149154089,0.079717,1.0,76.0,500,3068.4229624156314,0.018563781526303544,5
16135.12,1623.5933333333337,5,4,12,2,23,8,4.8,6,Standard,1091.33,37.82591181767036,302,Yes,14.212944868059886,82.86355513432056,High_spent_Small_value_payments,325.28283333095294,0.0676,0.008749,1.0,1.0,0.200224,1.0,1.0,1.0,0.051006,1.0,1,1,0.940209,1.08,0,Near_Prime,0.0676,0.008749,151.30364727068144,0.191475,1.0,28.799999999999997,184,1609.3803884652739,0.008748617008601054,6
51031.6,4180.633333333333,4,6,16,3,13,13,10.54,6,Standard,1437.83,40.62534631289238,176,No,113.15964279594272,152.2904137274351,High_spent_Medium_value_payments,402.6132768099556,0.0282,0.027061,1.0,1.0,0.096281,1.0,1.0,0.857143,0.036419,1.0,0,1,0.936505,1.04,0,Near_Prime,0.0282,0.027061,243.75207787735428,0.06922,0.0,63.239999999999995,169,4067.4736905373907,0.02706111076117212,9
51031.6,4180.633333333333,4,6,16,3,14,11,10.54,6,Standard,1437.83,26.716337585481764,177,No,113.15964279594272,168.78591301876668,High_spent_Medium_value_payments,386.117777518624,0.0282,0.027061,1.0,1.0,0.092337,1.0,1.0,0.857143,0.040364,1.0,0,1,0.932559,1.08,0,Near_Prime,0.0282,0.027061,160.29802551289058,0.065276,0.0,63.239999999999995,154,4067.4736905373907,0.02706111076117212,9
51031.6,4180.633333333333,4,6,16,3,13,10,10.54,6,Standard,1437.83,25.82269666953791,178,No,113.15964279594272,155.80045036849742,Low_spent_Small_value_payments,439.1032401688932,0.0282,0.027061,1.0,1.0,0.105008,1.0,1.0,0.857143,0.037258,1.0,0,1,0.935665,1.04,0,Prime,0.0282,0.027061,154.93618001722746,0.077947,0.0,63.239999999999995,130,4067.4736905373907,0.02706111076117212,9
38624.06,3043.671666666666,0,5,11,4,6,10,4.19,6,Good,1394.46,29.01070807055222,164,No,78.45202561264098,143.9980700327007,High_spent_Small_value_payments,341.917071021325,0.0361,0.025767,1.0,1.0,0.1123,1.0,1.0,1.0,0.047295,1.0,0,2,0.926914,1.04,0,Prime,0.0361,0.025767,145.0535403527611,0.086533,0.0,25.14,60,2965.219641054025,0.025766990402131262,9
91018.76,7746.896666666666,4,7,11,2,21,15,5.85,4,Good,666.9,41.1929844213263,242,No,118.69415709310042,158.05384574660283,High_spent_Large_value_payments,737.9416638269632,0.0073,0.01532,1.0,1.0,0.095244,1.0,1.0,0.5,0.0204,1.0,0,2,0.964276,1.08,1,Subprime,0.0073,0.01532,288.3508909492841,0.079924,0.0,23.4,315,7628.202509573565,0.015319532797043038,9
36512.4,3221.7000000000007,1,3,3,4,3,9,10.66,6,Good,623.42,29.1861077016748,251,No,110.95996576540009,24.564623856836004,High_spent_Large_value_payments,426.6454103777641,0.0171,0.034431,1.0,1.0,0.132388,1.0,1.0,1.0,0.007622,1.0,0,2,0.957934,1.08,0,Prime,0.0171,0.034431,87.5583231050244,0.097957,0.0,63.96,27,3110.7400342346004,0.03443074619586063,7
34317.21,2702.7675,3,6,18,2,28,20,18.82,13,Standard,1164.47,28.512588852820148,73,Yes,53.4566522969112,274.4589814060508,Low_spent_Small_value_payments,232.361116297038,0.0339,0.019771,1.0,0.608333,0.08594,1.0,1.0,1.0,0.10151,1.0,1,1,0.878674,1.04,1,Subprime,0.0339,0.019771,171.0755331169209,0.066169,1.0,244.66,560,2649.3108477030887,0.019771172002367512,8
20317.12,1697.093333333333,7,6,17,4,14,10,22.72,10,Standard,2695.78,26.62164718369329,72,Yes,59.69878767983766,159.78721771913152,Low_spent_Small_value_payments,240.22332793436416,0.1327,0.035156,1.0,0.6,0.141467,1.0,1.0,1.0,0.094098,1.0,1,1,0.870669,1.0,0,Prime,0.1327,0.035156,159.72988310215976,0.10631100000000002,1.0,227.2,140,1637.3945456534955,0.03515636420446324,10
10285.71,1036.1425,8,7,6,1,18,8,14.49,3,Standard,1354.57,33.70161729310804,296,Yes,7.8970740737019645,24.799504230305622,High_spent_Medium_value_payments,320.91767169599245,0.1317,0.007614,1.0,1.0,0.309425,1.0,1.0,0.375,0.023911,1.0,1,1,0.968444,1.0,0,Near_Prime,0.1317,0.007614,235.91132105175632,0.301811,1.0,43.47,144,1028.245425926298,0.007614261370739281,8
62879.96,5343.996666666667,8,10,26,2,47,17,7.9,9,Bad,1751.0,38.41529264329228,195,Yes,78.33841368362035,120.56799314992487,High_spent_Small_value_payments,595.4932598331217,0.0278,0.014656,1.0,1.0,0.111411,1.0,1.0,0.818182,0.022557,1.0,1,0,0.962779,1.08,1,Subprime,0.0278,0.014656,384.1529264329228,0.096755,1.0,71.10000000000001,799,5265.658252983047,0.014656400849072,12
8759.74,812.9783333333335,6,7,19,8,19,25,23.37,6,Bad,4094.24,27.29308189272325,128,Yes,43.495717726913966,78.82949877765823,Low_spent_Small_value_payments,248.97261682876115,0.4673,0.053436,1.0,1.0,0.305871,1.0,1.0,0.75,0.096845,1.0,1,0,0.849534,1.04,1,Near_Prime,0.4673,0.053436,191.05157324906276,0.252435,1.0,140.22,475,769.4826156064195,0.05343596499527706,15
8759.74,812.9783333333335,6,7,19,8,15,24,23.37,6,Bad,4094.24,28.99902895131362,129,Yes,43.495717726913966,36.03458092665243,Low_spent_Medium_value_payments,281.76753467976687,0.4673,0.053436,1.0,1.0,0.346161,1.0,1.0,0.75,0.04427,1.0,1,0,0.902174,1.08,1,Near_Prime,0.4673,0.053436,202.99320265919533,0.292725,1.0,140.22,360,769.4826156064195,0.05343596499527706,15
29651.23,2460.935833333333,6,5,6,2,14,17,8.62,7,Standard,1217.99,29.68428744150182,281,No,37.90300631081737,42.55077031616597,High_spent_Medium_value_payments,415.6398067063501,0.0411,0.015396,1.0,1.0,0.168826,1.0,1.0,1.0,0.017283,1.0,0,1,0.967308,1.08,0,Subprime,0.0411,0.015396,148.4214372075091,0.15343,0.0,60.339999999999996,238,2423.0328270225154,0.015395610965009868,7
44927.86,3687.988333333333,4,6,6,3,7,8,5.55,0,Good,762.62,29.80835319867372,216,No,102.19032878254336,118.69768515537524,High_spent_Small_value_payments,407.91081939541465,0.017,0.027701,1.0,1.0,0.110575,1.0,1.0,0.0,0.032176,1.0,0,2,0.940106,0.96,0,Prime,0.017,0.027701,178.8501191920423,0.082874,0.0,0.0,56,3585.7980045507893,0.027701450790494967,9
44927.86,3687.988333333333,4,6,6,3,7,8,5.55,5,Good,762.62,38.10872372941938,217,No,102.19032878254336,386.8236264899979,Low_spent_Small_value_payments,169.7848780607921,0.017,0.027701,1.0,1.0,0.046025,1.0,1.0,0.714286,0.104859,1.0,0,2,0.867404,1.0,0,Prime,0.017,0.027701,228.6523423765163,0.018324000000000003,0.0,27.75,56,3585.7980045507893,0.027701450790494967,9
41806.16,3564.846666666667,2,7,7,1,7,5,6.04,5,Good,300.61,35.53169727850107,271,No,21.8646820566588,238.640907528544,High_spent_Small_value_payments,355.979077081464,0.0072,0.006132,1.0,1.0,0.09983,1.0,1.0,0.625,0.066924,1.0,0,2,0.926924,1.04,0,Prime,0.0072,0.006132,248.7218809495075,0.093698,0.0,30.2,35,3542.981984610008,0.0061316944054405405,8
64514.31,5353.1925,7,6,14,3,29,8,12.88,12,Standard,374.51,30.48033952846389,186,Yes,98.00331866632412,426.01204581660767,Low_spent_Medium_value_payments,291.3038855170682,0.0058,0.018304,1.0,1.0,0.054407,1.0,1.0,1.0,0.079566,1.0,1,1,0.902112,0.96,0,Prime,0.0058,0.018304,182.88203717078335,0.036102999999999996,1.0,154.56,232,5255.189181333676,0.018304033459074196,9
64514.31,5353.1925,7,6,14,3,33,8,12.88,12,Standard,374.51,27.59766154357813,188,Yes,98.00331866632412,202.39723607905395,High_spent_Small_value_payments,494.918695254622,0.0058,0.018304,1.0,1.0,0.092436,1.0,1.0,1.0,0.037802,1.0,1,1,0.943884,0.96,0,Prime,0.0058,0.018304,165.5859692614688,0.074132,1.0,154.56,264,5255.189181333676,0.018304033459074196,9
109905.96,9096.83,8,4,8,1,29,16,11.07,1,Standard,150.87,38.617643866203,209,Yes,90.5828662753115,644.9525374627327,Low_spent_Small_value_payments,464.1475962619557,0.0014,0.009957,1.0,1.0,0.051017,1.0,1.0,0.2,0.070891,1.0,1,1,0.919144,1.0,0,Subprime,0.0014,0.009957,154.470575464812,0.04106,1.0,11.07,464,9006.247133724688,0.009956535379899548,5
71889.08,6266.756666666667,7,8,22,3,43,11,18.49,15,Standard,2461.32,24.002221293283228,208,Yes,109.66077700968592,330.81547508575864,High_spent_Small_value_payments,446.19941457122223,0.0342,0.017496,1.0,1.0,0.07119,1.0,1.0,1.0,0.052781,1.0,1,1,0.929712,1.04,0,Near_Prime,0.0342,0.017496,192.01777034626582,0.053694000000000006,1.0,277.34999999999997,473,6157.095889656981,0.01749601697093419,11
19648.09,1890.3408333333327,7,3,14,4,21,16,9.0,8,Standard,2052.35,29.232041368147165,127,Yes,39.66410354495496,120.129899176309,Low_spent_Small_value_payments,319.24008061206933,0.1045,0.020971,1.0,1.0,0.16879,1.0,1.0,1.0,0.063516,1.0,1,1,0.915468,1.0,1,Near_Prime,0.1045,0.020971,87.6961241044415,0.147819,1.0,72.0,336,1850.6767297883778,0.0209714202992436,7
7842.3,528.525,10,10,21,8,37,15,19.06,9,Bad,3421.09,29.166086932753693,25,Yes,40.96970272311216,60.94606567659552,Low_spent_Small_value_payments,240.93673160029232,0.4362,0.077371,1.0,0.208333,0.455005,1.0,1.0,0.818182,0.115096,1.0,1,0,0.807169,1.04,0,Near_Prime,0.4362,0.077371,291.66086932753694,0.377634,1.0,171.54,555,487.5552972768878,0.07737066752865711,18
73451.94,6309.995,5,7,9,3,28,20,9.13,2,Good,965.51,31.8901739217178,239,No,114.24056515783268,107.39894693690788,High_spent_Large_value_payments,649.3599879052595,0.0131,0.018102,1.0,1.0,0.102893,1.0,1.0,0.25,0.017018,1.0,0,2,0.964875,0.96,1,Subprime,0.0131,0.018102,223.2312174520246,0.084791,0.0,18.26,560,6195.754434842167,0.018101831035808567,10
43360.74,3647.395,2,6,12,2,4,8,7.56,6,Good,287.65,32.39448414735287,311,No,57.6589505006376,65.69787461999924,High_spent_Large_value_payments,481.3826748793632,0.0066,0.015804,1.0,1.0,0.131944,1.0,1.0,0.857143,0.018007,1.0,0,2,0.966179,0.96,1,Prime,0.0066,0.015804,194.36690488411722,0.11614000000000001,0.0,45.36,32,3589.7360494993623,0.015803922135798783,8
43360.74,3647.395,2,6,12,2,4,6,1.56,6,Good,287.65,38.56266892818265,312,No,57.6589505006376,154.68369771894555,High_spent_Medium_value_payments,402.39685178041685,0.0066,0.015804,1.0,1.0,0.110294,1.0,1.0,0.857143,0.042398,1.0,0,2,0.941782,1.08,0,Prime,0.0066,0.015804,231.3760135690959,0.09449,0.0,9.36,24,3589.7360494993623,0.015803922135798783,8
43360.74,3647.395,2,6,12,2,4,10,1.56,6,Good,287.65,33.35847138192148,313,No,57.6589505006376,46.92324646079268,High_spent_Large_value_payments,500.1573030385697,0.0066,0.015804,1.0,1.0,0.13709,1.0,1.0,0.857143,0.012861,1.0,0,2,0.971327,0.96,0,Near_Prime,0.0066,0.015804,200.1508282915289,0.12128599999999999,0.0,9.36,40,3589.7360494993623,0.015803922135798783,8
71605.0,6011.083333333332,2,5,1,2,12,8,9.38,1,Good,519.84,39.96542807180904,277,No,71.25191113184431,240.107205222984,Low_spent_Small_value_payments,579.749216978505,0.0073,0.011851,1.0,1.0,0.096431,1.0,1.0,0.166667,0.039937,1.0,0,2,0.948202,1.08,1,Prime,0.0073,0.011851,199.82714035904522,0.08458,0.0,9.38,96,5939.831422201488,0.011851451016454805,7
37577.82,2984.485,8,5,24,7,21,18,3.56,12,Bad,1518.65,27.838880620043568,70,Yes,198.0002782721347,190.50491536727984,Low_spent_Large_value_payments,179.94330636058552,0.0404,0.066321,1.0,0.583333,0.060273,1.0,1.0,1.0,0.06381,1.0,1,0,0.869825,1.0,1,Near_Prime,0.0404,0.066321,139.19440310021784,-0.006048000000000005,1.0,42.72,378,2786.4847217278652,0.06632097574502457,12
37577.82,2984.485,8,5,24,7,21,18,3.56,12,Bad,1518.65,28.00416693044447,71,Yes,198.0002782721347,60.27718780354832,High_spent_Large_value_payments,280.17103392431704,0.0404,0.066321,1.0,0.591667,0.093844,1.0,1.0,1.0,0.02019,1.0,1,0,0.91346,1.04,1,Near_Prime,0.0404,0.066321,140.02083465222233,0.027522999999999992,1.0,42.72,378,2786.4847217278652,0.06632097574502457,12
35218.52,3195.876666666666,1,2,3,2,8,10,4.03,5,Good,961.92,31.734435802790856,246,No,38.68319084565185,112.22910693906688,Low_spent_Large_value_payments,438.675368881948,0.0273,0.0121,1.0,1.0,0.13722,1.0,1.0,1.0,0.035106,1.0,0,2,0.952779,1.04,0,Near_Prime,0.0273,0.0121,63.46887160558171,0.12512,0.0,20.150000000000002,80,3157.193475821014,0.012100307543608248,4
16988.435,1531.7029166666669,0,1,10,1,12,1,3.55,5,Good,1065.23,32.876818945755325,300,No,12.761590058914434,124.37660892691096,Low_spent_Large_value_payments,286.03209268084134,0.0627,0.008326,0.5,1.0,0.186619,1.0,1.0,1.0,0.081149,1.0,0,2,0.910467,0.96,0,Prime,0.0627,0.004163,32.876818945755325,0.178293,0.0,17.75,12,1518.9413266077524,0.008326199369848157,2
