Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Payment_Behaviour,Monthly_Balance,normalized_dti,normalized_emi,normalized_delinquency,normalized_credit_history,normalized_savings,normalized_utilization,Default_Flag,Borrower_Tier
29404.31,2359.3591666666666,6,7,9,1,24,21,7.35,4,Good,1288.52,35.84171562169308,241,No,22.42331614603441,Low_spent_Small_value_payments,329.2332784237664,0.0438,0.0095,1.0,1.0,0.139484,1.0,0,Subprime
29404.31,2359.3591666666666,6,7,9,1,19,20,7.35,4,Good,1288.52,37.16275372078167,242,No,22.42331614603441,High_spent_Medium_value_payments,387.5492812448449,0.0438,0.0095,1.0,1.0,0.164191,1.0,0,Subprime
20060.23,1873.6858333333328,6,5,34,9,12,19,25.32,16,Bad,2844.99,25.778954219010547,52,Yes,148.52392678361446,Low_spent_Medium_value_payments,159.90910282985146,0.1418,0.079226,1.0,0.433333,0.085299,1.0,0,Near_Prime
53894.12,4583.176666666667,7,3,11,1,24,18,8.71,3,Good,557.04,41.06652491601094,213,No,23.93700874604136,High_spent_Medium_value_payments,574.308787416885,0.0103,0.005222,1.0,1.0,0.125281,1.0,1,Subprime
20915.42,1616.9516666666666,9,6,33,5,19,16,3.68,9,Bad,2093.75,32.936656222700485,173,Yes,61.36285837154732,High_spent_Small_value_payments,277.85778140158925,0.1001,0.037926,1.0,1.0,0.171734,1.0,0,Near_Prime
20915.42,1616.9516666666666,9,6,33,5,23,18,3.68,9,Bad,2093.75,27.19330157844645,174,Yes,61.36285837154732,Low_spent_Small_value_payments,171.79440899546674,0.1001,0.037926,1.0,1.0,0.10618,1.0,0,Near_Prime
12332.855,866.7379166666667,7,7,9,4,16,10,13.92,6,Standard,1169.76,39.5061394066854,162,Yes,20.650802396018697,Low_spent_Small_value_payments,297.61482918713847,0.0948,0.023798,1.0,1.0,0.342978,1.0,0,Prime
18002.675,1430.2229166666666,6,3,10,3,26,12,0.94,6,Good,698.05,31.06858898722425,286,No,34.03249572465915,Low_spent_Medium_value_payments,241.12568729743973,0.0388,0.023779,1.0,1.0,0.168475,1.0,0,Near_Prime
18002.675,1430.2229166666666,6,3,10,3,27,12,5.94,6,Good,698.05,36.860525866957424,288,No,34.03249572465915,Low_spent_Small_value_payments,266.0855351457029,0.0388,0.023779,1.0,1.0,0.185915,1.0,1,Near_Prime
85926.78,7351.565,3,7,8,1,26,13,9.54,4,Standard,542.13,41.767861087477634,317,Yes,61.89128696438552,High_spent_Medium_value_payments,613.4199506658786,0.0063,0.008418,1.0,1.0,0.083429,1.0,1,Subprime
85926.78,7351.565,3,7,8,1,28,15,12.54,5,Standard,542.13,30.788766479509302,319,Yes,61.89128696438552,High_spent_Small_value_payments,754.6716911771867,0.0063,0.008418,1.0,1.0,0.102641,1.0,0,Subprime
20051.92,1845.993333333333,5,2,4,2,6,5,6.09,0,Good,83.96,28.272688156681014,258,No,30.30590559473764,Low_spent_Small_value_payments,274.3131077921663,0.0042,0.016408,1.0,1.0,0.148519,1.0,1,Prime
20051.92,1845.993333333333,5,2,4,2,6,6,6.09,5,Good,83.96,29.64248146921452,259,No,30.30590559473764,High_spent_Medium_value_payments,372.0420482351319,0.0042,0.016408,1.0,1.0,0.201431,1.0,0,Prime
145917.88,12376.823333333336,8,5,5,2,13,17,6.22,7,Good,500.24,46.556712852460464,216,No,127.56925425310412,High_spent_Large_value_payments,1113.5592414062914,0.0034,0.010306,1.0,1.0,0.089964,1.0,1,Subprime
18444.26,1268.397171006678,3,5,17,2,27,11,9.5,10,Standard,1353.57,31.911538119899387,202,Yes,112.58923471772646,Low_spent_Small_value_payments,226.0020724480684,0.0734,0.088695,1.0,1.0,0.178039,1.0,0,Near_Prime
18444.26,1268.397171006678,3,5,17,2,27,11,15.5,10,Standard,1353.57,24.02969146504407,203,Yes,112.58923471772646,High_spent_Large_value_payments,324.7880182317723,0.0734,0.088695,1.0,1.0,0.25586,1.0,1,Near_Prime
18444.26,1268.397171006678,3,5,17,2,31,14,9.5,10,Standard,1353.57,29.48408051046521,204,Yes,112.58923471772646,Low_spent_Large_value_payments,300.1020936044752,0.0734,0.088695,1.0,1.0,0.236413,1.0,0,Subprime
39337.45,3032.120833333333,2,7,2,2,15,5,6.22,2,Good,511.29,32.861111591447965,283,No,47.82683197274755,High_spent_Small_value_payments,446.3837482550795,0.013,0.015768,1.0,1.0,0.14717,1.0,0,Prime
98759.91,8524.9925,5,7,3,2,11,5,4.24,4,Good,1371.02,26.292089358230463,270,No,98.7212787436543,High_spent_Small_value_payments,725.1552322494667,0.0139,0.011579,1.0,1.0,0.085052,1.0,0,Prime
19708.86,1435.405,6,4,9,3,30,8,14.16,9,Standard,390.29,30.258059561706947,320,Yes,43.65067805389013,Low_spent_Small_value_payments,239.45512973797008,0.0198,0.030389,1.0,1.0,0.166704,1.0,0,Prime
19708.86,1435.405,6,4,9,3,31,11,14.16,9,Standard,390.29,34.99498790702729,321,Yes,43.65067805389013,Low_spent_Small_value_payments,227.76793548978017,0.0198,0.030389,1.0,1.0,0.158568,1.0,1,Near_Prime
37404.67,3344.0558333333333,0,5,1,1,14,9,3.09,6,Good,1292.8,39.72440517655987,335,No,25.52060507255868,High_spent_Medium_value_payments,446.67073562930574,0.0346,0.007629,1.0,1.0,0.133532,1.0,0,Subprime
37404.67,3344.0558333333333,0,5,1,1,10,9,3.09,6,Good,1292.8,35.57061186243109,336,No,25.52060507255868,Low_spent_Small_value_payments,307.25917426996847,0.0346,0.007629,1.0,1.0,0.091855,1.0,1,Subprime
101583.48,8648.289999999999,5,7,10,4,8,8,4.89,5,Standard,50.93,37.87852711822445,245,No,190.8110171189076,Low_spent_Medium_value_payments,446.8953536527644,0.0005,0.022061,1.0,1.0,0.051668,1.0,0,Prime
101583.48,8648.289999999999,5,7,10,4,8,6,4.89,5,Standard,50.93,30.21091600476793,248,No,190.8110171189076,High_spent_Large_value_payments,802.1462340934047,0.0005,0.022061,1.0,1.0,0.092741,1.0,0,Prime
19415.89,1792.990833333333,4,4,27,3,24,15,4.869999999999999,14,Standard,2493.12,33.69173838291207,165,Yes,41.7703991497989,High_spent_Large_value_payments,350.2369631551863,0.1284,0.023284,1.0,1.0,0.195228,1.0,0,Subprime
48121.32,4253.1100000000015,6,9,29,2,21,18,9.13,17,Standard,1896.8,37.12775951518336,76,Yes,58.0748298805708,Low_spent_Large_value_payments,312.24046604478133,0.0394,0.013651,1.0,0.633333,0.073397,1.0,0,Subprime
48121.32,4253.1100000000015,6,9,29,2,18,22,9.13,17,Standard,1896.8,38.72155590348785,77,Yes,58.0748298805708,Low_spent_Large_value_payments,437.1520831556321,0.0394,0.013651,1.0,0.641667,0.10276,1.0,1,Subprime
57196.56,4838.38,6,3,17,3,12,12,7.53,4,Standard,1269.7,31.879082157877303,196,Yes,74.30448442759949,High_spent_Large_value_payments,538.7043732154386,0.0222,0.015354,1.0,1.0,0.111317,1.0,1,Near_Prime
62719.36,5315.613333333334,1,7,1,2,8,3,5.15,5,Good,73.8,33.54858388984943,308,No,58.31563822856903,Low_spent_Medium_value_payments,512.9551205627802,0.0012,0.010969,1.0,1.0,0.096482,1.0,0,Prime
62719.36,5315.613333333334,1,7,1,2,8,3,5.15,5,Good,73.8,34.647681388296114,309,No,58.31563822856903,Low_spent_Medium_value_payments,496.4299077189772,0.0012,0.010969,1.0,1.0,0.093373,1.0,0,Prime
67242.56,5819.546666666666,0,5,9,4,12,4,1.7000000000000002,2,Good,1017.06,34.238485044450805,254,No,201.1214397924253,High_spent_Medium_value_payments,467.6314968135496,0.0151,0.034554,0.8,1.0,0.080342,1.0,1,Prime
41896.88,3664.406666666666,5,7,1,4,22,9,5.9,5,Good,317.73,38.628565725606975,278,No,132.31810861531056,Low_spent_Medium_value_payments,135.85584732145858,0.0076,0.036099,1.0,1.0,0.037064,1.0,0,Prime
41896.88,3664.406666666666,5,7,1,4,22,10,5.9,5,Good,317.73,34.75286689152566,279,No,132.31810861531056,High_spent_Medium_value_payments,398.35439678626193,0.0076,0.036099,1.0,1.0,0.108679,1.0,0,Prime
15833.87,1398.489166666667,5,4,10,2,35,20,13.71,6,Standard,211.35,26.678720251710143,135,Yes,23.14444966214418,Low_spent_Small_value_payments,349.8238308852179,0.0133,0.016538,1.0,1.0,0.249965,1.0,0,Subprime
16474.845,1247.9037500000004,0,5,2,2,13,8,4.17,7,Good,340.96,37.617322004469855,247,No,19.660740384509907,Low_spent_Small_value_payments,284.5346070707592,0.0207,0.015742,1.0,1.0,0.227827,1.0,1,Near_Prime
66516.32,5333.0266666666685,7,6,17,3,7,14,17.92,6,Standard,32.95,28.61630494972472,180,Yes,162.4926461953017,High_spent_Large_value_payments,497.89316712455854,0.0005,0.030463,1.0,1.0,0.093343,1.0,0,Near_Prime
8557.39,797.1158333333333,8,6,22,2,37,15,7.64,11,Bad,1767.29,31.96569998639773,121,Yes,13.16840380603193,Low_spent_Small_value_payments,299.67699444028216,0.2065,0.016499,1.0,1.0,0.375481,1.0,0,Subprime
8557.39,797.1158333333333,8,6,22,2,37,14,7.64,11,Bad,1767.29,25.746381625186835,123,Yes,13.16840380603193,Low_spent_Small_value_payments,299.37237935827966,0.2065,0.016499,1.0,1.0,0.375099,1.0,1,Subprime
79741.88,6748.156666666668,3,7,10,4,7,10,13.08,8,Good,227.12,28.48761338888202,254,No,207.0632973765948,Low_spent_Small_value_payments,239.55388460379845,0.0028,0.03068,1.0,1.0,0.035494,1.0,1,Prime
17638.365,1341.8637500000002,5,1,2,1,5,3,8.61,5,Good,385.34,30.747143398482777,221,No,9.986938807921495,Low_spent_Medium_value_payments,349.50943591652754,0.0218,0.007437,1.0,1.0,0.260272,1.0,0,Prime
16538.39,1359.1991666666663,10,5,16,7,43,16,29.77,9,Bad,3843.16,38.63392777127427,25,Yes,82.9418849521981,Low_spent_Small_value_payments,184.35130004155928,0.2324,0.060978,1.0,0.208333,0.135533,1.0,0,Near_Prime
16538.39,1359.1991666666663,10,5,16,7,48,15,29.77,9,Bad,3843.16,34.37812133426398,27,Yes,82.9418849521981,Low_spent_Medium_value_payments,283.1878716081073,0.2324,0.060978,1.0,0.225,0.208196,1.0,0,Near_Prime
34627.86,2748.655,8,8,19,3,19,13,10.17,11,Standard,2538.81,31.48860401966908,86,Yes,81.83340589230718,High_spent_Small_value_payments,328.0103992145629,0.0733,0.029761,1.0,0.716667,0.119291,1.0,1,Near_Prime
34627.86,2748.655,8,8,19,3,16,16,13.17,11,Standard,2538.81,38.006745151967685,88,Yes,81.83340589230718,Low_spent_Small_value_payments,196.0118803871154,0.0733,0.029761,1.0,0.733333,0.071286,1.0,0,Subprime
34627.86,2748.655,8,8,19,3,16,13,10.17,11,Standard,2538.81,35.04378139246749,89,Yes,81.83340589230718,Low_spent_Medium_value_payments,399.2469998458788,0.0733,0.029761,1.0,0.741667,0.145199,1.0,0,Near_Prime
14646.96,1156.58,7,7,20,4,25,9,19.6,5,Standard,1461.76,34.84754070003748,175,Yes,46.00273231964941,High_spent_Small_value_payments,298.38561055608943,0.0998,0.03974,1.0,1.0,0.257767,1.0,1,Prime
14790.965,1369.580416666667,5,7,17,1,5,18,10.64,8,Standard,1382.27,37.29013368280707,64,Yes,10.899070864736256,Low_spent_Large_value_payments,341.95105375374663,0.0934,0.007952,1.0,0.533333,0.249494,1.0,1,Subprime
14790.965,1369.580416666667,5,7,17,1,5,16,10.64,8,Standard,1382.27,40.907494888678606,65,Yes,10.899070864736256,Low_spent_Medium_value_payments,324.47454015125646,0.0934,0.007952,1.0,0.541667,0.236742,1.0,1,Subprime
39094.34,3554.861666666666,3,5,11,3,4,1,10.84,3,Good,133.84,26.78930390734021,297,No,66.8604610429916,High_spent_Small_value_payments,437.6722608084172,0.0034,0.018803,0.25,1.0,0.123085,1.0,1,Prime
39094.34,3554.861666666666,3,5,11,3,4,0,10.84,3,Good,133.84,32.61740869635489,299,No,66.8604610429916,High_spent_Medium_value_payments,398.6036609645501,0.0034,0.018803,0.0,1.0,0.112098,1.0,0,Prime
17612.175,1143.2288241346553,6,5,14,4,10,14,12.75,6,Standard,1273.32,39.64728002306705,184,Yes,108.26413693592328,High_spent_Medium_value_payments,312.53036228511286,0.0723,0.094618,1.0,1.0,0.273136,1.0,0,Near_Prime
17612.175,1143.2288241346553,6,5,14,4,17,14,12.75,6,Standard,1273.32,28.603114571798173,187,Yes,108.26413693592328,Low_spent_Small_value_payments,225.91076948271183,0.0723,0.094618,1.0,1.0,0.197435,1.0,1,Near_Prime
33177.95,2891.8291666666664,5,4,17,4,21,20,8.12,5,Standard,261.12,39.271382597117366,273,No,61.09941254210259,Low_spent_Large_value_payments,424.2855217731532,0.0079,0.021121,1.0,1.0,0.146668,1.0,0,Near_Prime
79548.32,6355.026666666668,4,0,3,4,7,3,3.3,4,Good,870.51,29.240613212551413,306,No,211.21452529999908,High_spent_Large_value_payments,560.8705705332842,0.0109,0.033231,0.6,1.0,0.088242,1.0,0,Prime
79548.32,6355.026666666668,4,0,3,4,7,4,3.3,4,Good,870.51,38.301691525376064,307,No,211.21452529999908,High_spent_Medium_value_payments,546.7914792999827,0.0109,0.033231,0.8,1.0,0.086027,1.0,0,Prime
7415.08,815.9233333333333,5,6,14,6,10,5,11.06,9,Standard,583.56,29.606835288894946,165,Yes,27.0108052417706,Low_spent_Medium_value_payments,309.82163968150337,0.0787,0.033064,0.714286,1.0,0.379254,1.0,0,Prime
7415.08,815.9233333333333,5,6,14,6,7,9,14.06,9,Standard,583.56,29.305344702311427,166,Yes,27.0108052417706,Low_spent_Medium_value_payments,261.9239840331836,0.0787,0.033064,1.0,1.0,0.320622,1.0,0,Prime
7415.08,815.9233333333333,5,6,14,6,11,7,11.06,9,Standard,583.56,34.09589262378155,167,Yes,27.0108052417706,Low_spent_Medium_value_payments,294.8861887157887,0.0787,0.033064,1.0,1.0,0.360972,1.0,0,Prime
19725.7,1835.8083333333327,8,10,17,2,8,13,10.0,12,Standard,2234.82,24.51168200799616,182,Yes,19.398144912202703,Low_spent_Medium_value_payments,344.8608402221176,0.1133,0.010561,1.0,1.0,0.18775,1.0,1,Subprime
19725.7,1835.8083333333327,8,10,17,2,8,14,6.0,12,Standard,2234.82,36.81354831039048,183,Yes,19.398144912202703,High_spent_Medium_value_payments,393.30063874526513,0.1133,0.010561,1.0,1.0,0.214122,1.0,0,Subprime
82999.64,7156.636666666666,5,7,8,2,13,4,2.53,5,Good,1495.36,32.09886641014474,186,No,104.57723559704674,Low_spent_Medium_value_payments,287.6554179695609,0.018,0.014611,1.0,1.0,0.040189,1.0,0,Prime
82999.64,7156.636666666666,5,7,8,2,13,6,2.53,5,Good,1495.36,31.567433400293712,188,No,104.57723559704674,High_spent_Large_value_payments,800.3860730458097,0.018,0.014611,1.0,1.0,0.111823,1.0,0,Prime
9648.22,931.0183333333332,9,5,26,7,45,19,1.07,12,Bad,2505.92,28.419857036734964,113,Yes,52.68936754854551,High_spent_Small_value_payments,281.7675025516194,0.2597,0.056533,1.0,0.941667,0.30232,1.0,0,Near_Prime
15728.24,1061.6866666666667,7,6,31,2,39,17,13.59,10,Bad,2002.37,24.82058035475737,188,Yes,25.043488688572303,Low_spent_Small_value_payments,298.382275745533,0.1273,0.023566,1.0,1.0,0.280781,1.0,1,Subprime
28910.45,2414.204166666667,7,4,13,4,15,8,9.39,7,Standard,292.98,37.77941833719379,160,Yes,95.02278218449598,High_spent_Medium_value_payments,298.3376853870748,0.0101,0.039344,1.0,1.0,0.123525,1.0,0,Prime
28910.45,2414.204166666667,7,4,13,4,15,11,9.39,7,Standard,292.98,32.01503770699646,161,Yes,95.02278218449598,Low_spent_Small_value_payments,321.33631454239173,0.0101,0.039344,1.0,1.0,0.133047,1.0,0,Prime
43592.45,3758.7041666666655,2,3,2,3,3,0,4.53,3,Good,793.39,39.78721628489589,331,No,95.88607790376926,High_spent_Large_value_payments,438.85049112513406,0.0182,0.025504,0.0,1.0,0.116725,1.0,0,Prime
77470.14,6744.845,1,1,6,2,0,1,8.05,5,Good,262.72,40.88415131568522,312,No,65.55683764358271,High_spent_Medium_value_payments,781.8387207334586,0.0034,0.009718,0.333333,1.0,0.115899,1.0,0,Prime
39883.46,3520.6216666666664,7,6,28,9,32,16,27.12,9,Bad,4838.26,34.22004861206908,22,Yes,220.4014984425696,High_spent_Large_value_payments,298.85907569076505,0.1213,0.062585,1.0,0.183333,0.084864,1.0,1,Prime
36690.32,2922.526666666666,3,3,9,6,10,17,14.07,6,Standard,874.85,37.48534999772606,171,Yes,134.08829152404385,Low_spent_Large_value_payments,238.7759849582733,0.0238,0.045865,1.0,1.0,0.081674,1.0,1,Prime
36690.32,2922.526666666666,3,3,9,6,12,17,14.07,6,Standard,874.85,32.30650325151766,172,Yes,134.08829152404385,Low_spent_Medium_value_payments,246.01677047317256,0.0238,0.045865,1.0,1.0,0.084151,1.0,0,Prime
27653.79,2411.4825,8,7,12,4,23,9,10.8,3,Standard,13.24,30.12876570414843,327,No,49.87672143079835,High_spent_Large_value_payments,405.87195822287407,0.0005,0.020674,1.0,1.0,0.168238,1.0,0,Prime
17458.44,1446.87,9,9,15,6,18,20,0.6499999999999999,12,Bad,2816.06,32.30559766853242,89,Yes,66.40302649962311,High_spent_Large_value_payments,295.82715574832304,0.1613,0.045863,1.0,0.741667,0.204319,1.0,0,Near_Prime
14130.645,980.55375,3,6,8,3,19,7,1.27,6,Good,1145.9,25.30001841473502,319,No,32.556703906399214,Low_spent_Small_value_payments,312.9566771454141,0.0811,0.033169,1.0,1.0,0.318838,1.0,1,Prime
14130.645,980.55375,3,6,8,3,22,10,1.27,6,Good,1145.9,26.412987682818684,320,No,32.556703906399214,Low_spent_Small_value_payments,292.71426174601305,0.0811,0.033169,1.0,1.0,0.298215,1.0,0,Prime
31170.53,2854.544166666666,1,5,6,2,8,6,7.55,4,Good,462.11,37.341675666731774,256,No,35.03164263146328,High_spent_Medium_value_payments,430.839208875222,0.0148,0.012268,1.0,1.0,0.150878,1.0,1,Prime
31170.53,2854.544166666666,1,5,6,2,12,5,13.55,4,Good,462.11,29.08121462396504,257,No,35.03164263146328,Low_spent_Medium_value_payments,440.3711882041358,0.0148,0.012268,1.0,1.0,0.154216,1.0,0,Prime
7617.915,626.82625,8,6,16,9,50,19,15.47,14,Bad,3257.62,33.08434168120876,96,Yes,52.469989240305566,Low_spent_Small_value_payments,228.4678494372592,0.4276,0.083574,1.0,0.8,0.363903,1.0,0,Near_Prime
7617.915,585.2131645812211,8,6,16,9,50,18,15.47,14,Bad,3257.62,28.16565325618589,99,Yes,94.08307465908445,Low_spent_Large_value_payments,224.91456558692207,0.4276,0.160493,1.0,0.825,0.383674,1.0,1,Near_Prime
36681.48,2999.7900000000004,7,10,20,6,35,15,5.779999999999999,15,Standard,2352.66,23.851848546521182,90,Yes,153.1074918560046,Low_spent_Large_value_payments,192.09555138127868,0.0641,0.051022,1.0,0.75,0.064015,1.0,1,Near_Prime
20297.91,1785.4925,8,8,21,4,34,24,10.83,16,Bad,1873.81,40.416651001328674,190,Yes,48.7309302250652,Low_spent_Small_value_payments,195.57136042424048,0.0923,0.027277,1.0,1.0,0.109472,1.0,0,Subprime
94216.14,7587.345,3,6,5,1,22,16,3.29,2,Standard,355.07,27.21498324014422,226,Yes,59.90667334671614,High_spent_Large_value_payments,813.7109520382327,0.0038,0.007895,1.0,1.0,0.107232,1.0,1,Subprime
89424.9,7615.075,5,5,4,4,20,10,5.12,5,Good,839.1,24.76893632324641,262,No,153.22552831597926,Low_spent_Medium_value_payments,510.7243329793437,0.0094,0.020119,1.0,1.0,0.067059,1.0,1,Prime
47958.76,3756.563333333334,6,4,7,3,30,8,9.3,3,Good,180.73,41.40922440715028,286,No,93.07742991328792,Low_spent_Medium_value_payments,398.54610583592944,0.0038,0.024771,1.0,1.0,0.106065,1.0,0,Prime
67951.65,5961.6375,8,3,14,2,14,8,11.56,5,Standard,1022.67,37.32214149620548,270,Yes,68.40421510247005,Low_spent_Small_value_payments,407.485469074944,0.015,0.011472,1.0,1.0,0.06834,1.0,0,Prime
18205.45,1480.1208333333334,2,5,7,1,5,7,1.78,7,Good,1042.25,35.02915073180753,285,No,12.472030306534936,Low_spent_Large_value_payments,297.9088371065484,0.0572,0.008421,1.0,1.0,0.201137,1.0,1,Near_Prime
12025.045,1263.087083333333,5,4,17,4,17,14,12.89,9,Standard,843.67,32.681974333625995,219,Yes,27.775905356853585,Low_spent_Medium_value_payments,268.06575556803483,0.0702,0.021973,1.0,1.0,0.212063,1.0,1,Near_Prime
16558.12,1217.8433333333332,3,7,10,3,5,2,7.57,5,Good,15.43,30.36908127681363,199,No,35.387554853318264,High_spent_Small_value_payments,296.80415947255784,0.0009,0.029034,0.5,1.0,0.243513,1.0,0,Prime
9029.7,938.475,7,6,29,3,11,16,16.62,10,Standard,2243.41,29.91342349453252,183,Yes,15.016109361237593,Low_spent_Medium_value_payments,288.3307243627806,0.2484,0.015984,1.0,1.0,0.306906,1.0,1,Subprime
9029.7,851.093466954994,7,6,29,3,11,19,16.62,10,Standard,2243.41,31.710233293218884,184,Yes,102.39764240624348,Low_spent_Small_value_payments,291.09078453871933,0.2484,0.120172,1.0,1.0,0.341618,1.0,0,Subprime
40406.18,3191.181666666667,5,5,32,7,21,13,3.0700000000000003,8,Standard,1309.82,26.328572313355306,79,Yes,127.41568143891406,High_spent_Large_value_payments,382.77679249168864,0.0324,0.039915,1.0,0.658333,0.119911,1.0,0,Prime
95099.7,7950.975000000001,6,7,12,4,14,15,7.14,8,Standard,210.86,29.849941202510323,299,Yes,217.3714876353516,High_spent_Large_value_payments,721.4342733325839,0.0022,0.027336,1.0,1.0,0.090724,1.0,0,Near_Prime
22410.53,2071.5441666666666,7,5,14,2,10,18,5.51,5,Standard,33.85,28.45771583295493,301,Yes,31.839414299400783,Low_spent_Medium_value_payments,295.5818055051256,0.0015,0.015362,1.0,1.0,0.142618,1.0,1,Subprime
41160.86,3371.0716666666667,6,9,18,3,38,21,7.55,8,Bad,1972.69,31.67770835998165,116,Yes,76.21663041959127,High_spent_Small_value_payments,443.4953842762441,0.0479,0.022602,1.0,0.966667,0.13152,1.0,0,Subprime
41160.86,3232.983471883534,6,9,18,3,39,21,2.55,8,Bad,1972.69,26.83831018419965,117,Yes,214.30482520272392,High_spent_Large_value_payments,420.44193647284936,0.0479,0.066267,1.0,0.975,0.130007,1.0,1,Subprime
27956.77,2624.730833333333,5,5,20,2,19,12,15.9,8,Standard,249.39,35.565256877685194,295,Yes,26.9887497741038,Low_spent_Medium_value_payments,253.32569444339453,0.0089,0.010279,1.0,1.0,0.096478,1.0,0,Near_Prime
7499.935,524.9945833333334,10,8,21,8,41,15,16.48,9,Bad,4507.0,28.54218751949472,41,Yes,47.29299878222931,Low_spent_Small_value_payments,250.9560201894712,0.6009,0.089912,1.0,0.341667,0.477108,1.0,1,Near_Prime
35417.27,2789.439166666666,0,3,3,2,5,6,14.8,4,Good,364.57,37.978078800102494,269,No,39.7703646344823,Low_spent_Small_value_payments,391.3052768943531,0.0103,0.014252,1.0,1.0,0.140231,1.0,0,Prime
111456.21,9328.0175,1,7,7,3,4,4,4.91,4,Good,317.32,33.7688346197702,305,No,154.3973902016557,High_spent_Large_value_payments,875.9784094578482,0.0028,0.01655,1.0,1.0,0.093898,1.0,0,Prime
111456.21,9328.0175,1,7,7,3,4,5,4.91,5,Good,317.32,38.18753697727756,306,No,154.3973902016557,Low_spent_Large_value_payments,473.65642336275926,0.0028,0.01655,1.0,1.0,0.050772,1.0,0,Prime
19795.89,1203.1881875769548,3,3,12,1,21,11,14.71,3,Standard,582.75,33.58162776032898,275,Yes,159.60939492450458,Low_spent_Medium_value_payments,346.56581258308233,0.0294,0.132545,1.0,1.0,0.2878,1.0,0,Subprime
15652.99,1318.4158333333332,1,5,5,1,10,5,5.86,3,Good,37.63,24.539396932572988,308,No,10.822469005905187,Low_spent_Large_value_payments,286.4375539201699,0.0024,0.008202,1.0,1.0,0.217094,1.0,0,Prime
13754.5,1261.2083333333333,4,3,5,6,6,9,16.85,8,Standard,39.59,35.140645127082216,74,Yes,61.012321786450606,High_spent_Medium_value_payments,274.87839618183443,0.0029,0.048338,1.0,0.616667,0.217776,1.0,0,Prime
13754.5,1261.2083333333333,4,3,5,6,5,10,16.85,8,Standard,39.59,31.379843503491248,75,Yes,61.012321786450606,Low_spent_Small_value_payments,252.416178587169,0.0029,0.048338,1.0,0.625,0.19998,1.0,1,Prime
9592.415,440.0408798729257,3,4,9,3,27,20,5.04,4,Good,754.55,36.81665498449869,249,No,74.70271356166579,Low_spent_Large_value_payments,279.0960517501724,0.0787,0.169378,1.0,1.0,0.632812,1.0,0,Subprime
9592.415,440.0408798729257,3,4,9,3,29,19,1.96,4,Good,754.55,36.3195849212642,250,No,74.70271356166579,Low_spent_Small_value_payments,266.6630404454233,0.0787,0.169378,1.0,1.0,0.604622,1.0,1,Subprime
62636.06999999999,5099.6725,5,6,19,3,28,15,17.52,3,Standard,1050.84,32.24724087314651,288,Yes,98.02987292123558,High_spent_Medium_value_payments,542.9362890087873,0.0168,0.019219,1.0,1.0,0.106444,1.0,0,Near_Prime
19858.97,1663.914166666667,10,6,24,3,38,22,1.33,8,Bad,1689.38,33.31480807293662,135,Yes,47.784340503039424,High_spent_Large_value_payments,326.5138817600904,0.0851,0.028701,1.0,1.0,0.196115,1.0,1,Subprime
58995.8,4886.316666666667,6,6,18,1,23,19,5.130000000000001,6,Standard,974.73,24.24836147171964,337,Yes,41.64582635053812,High_spent_Medium_value_payments,530.6112612571492,0.0165,0.008521,1.0,1.0,0.108569,1.0,1,Subprime
58995.8,4886.316666666667,6,6,18,1,21,19,9.13,6,Standard,974.73,35.09166617045992,338,Yes,41.64582635053812,High_spent_Medium_value_payments,612.4183399965763,0.0165,0.008521,1.0,1.0,0.125308,1.0,0,Subprime
70014.48,6114.54,6,3,18,4,7,12,11.25,4,Standard,876.04,28.69844712115273,247,Yes,205.5930674477824,Low_spent_Medium_value_payments,441.7389155634021,0.0125,0.033618,1.0,1.0,0.072232,1.0,0,Prime
70014.48,6114.54,6,3,18,4,7,12,11.25,4,Standard,876.04,32.49780208808913,248,Yes,205.5930674477824,High_spent_Large_value_payments,577.5287008356213,0.0125,0.033618,1.0,1.0,0.094436,1.0,1,Prime
16523.745,1516.97875,1,4,1,4,8,8,10.06,4,Good,455.49,36.36301659386059,261,No,52.216169090547005,Low_spent_Large_value_payments,251.20350023953327,0.0276,0.034398,1.0,1.0,0.165486,1.0,0,Prime
41983.29,3389.6075,2,3,4,3,22,7,10.45,7,Good,1058.68,33.78762575107241,255,No,100.02288508408738,High_spent_Small_value_payments,346.3960777236698,0.0252,0.0295,1.0,1.0,0.102163,1.0,0,Prime
41983.29,3389.6075,2,3,4,3,18,7,10.45,7,Good,1058.68,40.00426071652832,258,No,100.02288508408738,High_spent_Small_value_payments,273.0540725048254,0.0252,0.0295,1.0,1.0,0.080532,1.0,0,Prime
21313.765,1590.147083333333,0,3,2,4,11,8,10.96,1,Good,730.84,29.97664885256729,241,No,69.39214699491464,Low_spent_Small_value_payments,298.10718619043143,0.0343,0.043611,1.0,1.0,0.187354,1.0,0,Prime
21313.765,1590.147083333333,0,3,2,4,11,11,10.96,1,Good,730.84,37.97298152317264,242,No,69.39214699491464,Low_spent_Small_value_payments,182.3061876957414,0.0343,0.043611,1.0,1.0,0.114575,1.0,0,Prime
