Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Payment_Behaviour,Monthly_Balance,normalized_dti,normalized_emi,normalized_delinquency,normalized_credit_history,normalized_savings,normalized_utilization,normalized_utilization_risk,normalized_inquiry_intensity,behavioral_risk_indicator,credit_mix_quality,normalized_savings_capacity_ratio,Default_Flag,Borrower_Tier,Repayment_Stress,Credit_Exposure
22032.74,2079.0616666666665,7,6,18,3,25,17,12.65,3,Standard,355.4,36.85372665158847,205,Yes,45.83656655459549,High_spent_Medium_value_payments,343.0241134808795,0.0161,0.022036,1.0,1.0,0.164911,1.0,1.0,0.428571,1,1,0.944743,0,Near_Prime,0.022036,221.1223599095308
19514.52,1874.21,3,3,10,2,27,13,3.19,5,Standard,170.66,30.7277775639882,226,Yes,20.22750020326073,Low_spent_Large_value_payments,306.0422259441973,0.0087,0.010787,1.0,1.0,0.163204,1.0,1.0,1.0,1,1,0.919231,1,Subprime,0.010787,92.1833326919646
19514.52,1874.21,3,3,10,2,27,17,3.19,5,Standard,170.66,31.379304252163173,227,Yes,20.22750020326073,High_spent_Large_value_payments,383.40260662396616,0.0087,0.010787,1.0,1.0,0.204458,1.0,1.0,1.0,1,1,0.976514,0,Subprime,0.010787,94.13791275648953
27347.9,2499.991666666667,8,3,7,1,12,8,15.54,11,Standard,1274.89,31.35461884386845,130,Yes,13.306162533255351,Low_spent_Small_value_payments,372.1840950038562,0.0466,0.00532,1.0,1.0,0.148815,1.0,1.0,1.0,1,1,0.932874,0,Near_Prime,0.00532,94.06385653160535
47899.86,3852.655,3,5,23,4,16,11,19.59,11,Standard,2359.68,32.08062015882168,125,Yes,137.97591889523923,High_spent_Medium_value_payments,430.8871756260464,0.0493,0.035804,1.0,1.0,0.111813,1.0,1.0,1.0,1,1,0.946951,0,Prime,0.035804,160.4031007941084
47899.86,3852.655,3,5,23,4,13,12,19.59,12,Standard,2359.68,33.32851928339499,128,Yes,137.97591889523923,High_spent_Medium_value_payments,449.20667830222567,0.0493,0.035804,1.0,1.0,0.116566,1.0,1.0,1.0,1,1,0.951706,0,Near_Prime,0.035804,166.64259641697495
40492.58,3275.3816666666667,7,10,28,7,36,17,2.45,13,Bad,1442.56,40.249241939594114,97,Yes,177.8171897664585,Low_spent_Medium_value_payments,187.2455963591925,0.0356,0.054272,1.0,0.808333,0.05715,1.0,1.0,1.0,1,0,0.871681,1,Near_Prime,0.054272,402.4924193959412
20334.43,1541.5358333333334,5,6,21,3,17,14,17.79,14,Standard,2400.74,38.48625484961909,200,Yes,45.71172081515636,High_spent_Large_value_payments,314.21299083253524,0.1181,0.029634,1.0,1.0,0.203699,1.0,1.0,1.0,1,1,0.948142,0,Near_Prime,0.029634,230.9175290977145
33409.33,2529.1108333333336,4,7,5,3,10,12,11.83,5,Standard,812.01,36.55022223088371,207,Yes,46.129408623488615,High_spent_Small_value_payments,354.24381563138274,0.0243,0.018232,1.0,1.0,0.140011,1.0,1.0,0.625,1,1,0.937264,0,Near_Prime,0.018232,255.851555616186
33409.33,2529.1108333333336,4,7,5,3,5,12,9.83,5,Standard,812.01,25.762363323490128,208,Yes,46.129408623488615,Low_spent_Large_value_payments,271.294589569209,0.0243,0.018232,1.0,1.0,0.107226,1.0,1.0,0.625,1,1,0.900512,1,Near_Prime,0.018232,180.3365432644309
33409.33,2529.1108333333336,4,7,5,3,5,12,9.83,5,Standard,812.01,27.30159701354528,209,Yes,46.129408623488615,High_spent_Large_value_payments,429.5508579524503,0.0243,0.018232,1.0,1.0,0.169776,1.0,1.0,0.625,1,1,0.974948,0,Near_Prime,0.018232,191.11117909481692
15551.6,1315.9666666666667,6,3,13,6,8,10,12.81,6,Standard,1901.28,26.160441686761946,161,Yes,39.55843134427607,High_spent_Small_value_payments,267.59065971993226,0.1222,0.030038,1.0,1.0,0.203187,1.0,1.0,1.0,1,1,0.905768,0,Prime,0.030038,78.48132506028584
56714.52,4561.21,7,10,29,4,40,19,11.64,13,Standard,1796.88,30.66053355122729,185,Yes,165.3355529342198,Low_spent_Small_value_payments,254.65459485761403,0.0317,0.03624,1.0,1.0,0.055818,1.0,1.0,1.0,1,1,0.892251,0,Subprime,0.03624,306.60533551227286
26281.03,2440.085833333333,8,3,16,3,30,20,7.82,7,Standard,267.49,24.92272474833107,166,Yes,46.42616160739375,Low_spent_Small_value_payments,178.1954138940156,0.0102,0.019019,1.0,1.0,0.072998,1.0,1.0,1.0,1,1,0.85418,1,Subprime,0.019019,74.76817424499322
26281.03,2440.085833333333,8,3,16,3,30,22,12.82,9,Standard,267.49,30.186185676480303,169,Yes,46.42616160739375,High_spent_Large_value_payments,375.516067523767,0.0102,0.019019,1.0,1.0,0.153832,1.0,1.0,1.0,1,1,0.955537,1,Subprime,0.019019,90.5585570294409
15964.31,1229.3591666666666,10,5,22,5,43,20,21.73,15,Bad,4375.21,29.4531527312567,49,Yes,54.02442559247661,High_spent_Small_value_payments,281.304260177874,0.274,0.043909,1.0,0.408333,0.228636,1.0,1.0,1.0,1,0,0.91733,1,Subprime,0.043909,147.2657636562835
15964.31,1229.3591666666666,10,5,22,5,47,20,21.73,15,Bad,4375.21,34.02551218470165,411,Yes,54.02442559247661,High_spent_Small_value_payments,253.6426464284341,0.274,0.043909,1.0,1.0,0.206153,1.0,1.0,1.0,1,0,0.894829,0,Subprime,0.043909,170.12756092350824
43452.15,3864.0125,3,6,7,5,30,9,15.4,11,Standard,859.42,31.520783446959268,106,Yes,155.26013657218263,Low_spent_Medium_value_payments,135.26439762231,0.0198,0.040171,1.0,0.883333,0.034997,1.0,1.0,1.0,1,1,0.862543,0,Prime,0.040171,189.1247006817556
43452.15,3864.0125,3,6,7,5,30,9,12.4,11,Standard,859.42,28.434024504265768,107,Yes,155.26013657218263,High_spent_Medium_value_payments,436.53460598782567,0.0198,0.040171,1.0,0.891667,0.112945,1.0,1.0,1.0,1,1,0.948275,1,Prime,0.040171,170.6041470255946
42018.21,3544.5175,0,7,6,2,3,8,4.27,5,Good,421.99,27.06253817880465,200,No,46.28765687816973,Low_spent_Small_value_payments,165.3808457136588,0.01,0.013055,1.0,1.0,0.046645,1.0,1.0,0.625,0,2,0.864842,1,Prime,0.013055,189.43776725163252
42018.21,3544.5175,0,7,6,2,7,7,10.27,5,Good,421.99,39.11498681206389,201,No,46.28765687816973,Low_spent_Small_value_payments,339.23648188142886,0.01,0.013055,1.0,1.0,0.09568,1.0,1.0,0.625,0,2,0.913891,0,Prime,0.013055,273.80490768444724
42018.21,3544.5175,0,7,6,2,7,8,5.27,5,Good,421.99,26.91345768661755,203,No,46.28765687816973,High_spent_Large_value_payments,511.044798996243,0.01,0.013055,1.0,1.0,0.144138,1.0,1.0,0.625,0,2,0.976469,0,Prime,0.013055,188.39420380632285
29901.97,2462.830833333333,3,4,7,2,17,9,1.07,3,Good,319.85,38.8115041969729,226,No,42.43430890767929,Low_spent_Small_value_payments,307.8241556186515,0.0107,0.017223,1.0,1.0,0.124937,1.0,1.0,0.6,0,2,0.907237,0,Near_Prime,0.017223,155.2460167878916
55916.52,4597.71,8,7,5,4,18,14,2.23,2,Standard,1069.61,30.31765737359055,271,Yes,103.0663890283302,Low_spent_Small_value_payments,70.05080442092651,0.0191,0.022412,1.0,1.0,0.015233,1.0,1.0,0.25,1,1,0.852161,0,Prime,0.022412,212.22360161513384
55916.52,4597.71,8,7,5,4,18,14,0.77,2,Standard,1069.61,28.16251772177552,272,Yes,103.0663890283302,High_spent_Medium_value_payments,464.5407034250107,0.0191,0.022412,1.0,1.0,0.101015,1.0,1.0,0.25,1,1,0.946663,0,Prime,0.022412,197.13762405242863
45139.08,3535.59,7,9,19,6,16,19,9.16,16,Bad,1419.66,36.92930776064063,147,Yes,153.446081743519,Low_spent_Medium_value_payments,238.13464837991097,0.0315,0.043388,1.0,1.0,0.067335,1.0,1.0,1.0,1,0,0.888159,0,Near_Prime,0.043388,332.3637698457657
9589.545,697.12875,8,7,33,6,20,18,13.71,13,Standard,1907.73,28.081457638085297,64,Yes,25.248248041311264,Low_spent_Small_value_payments,294.40787582674784,0.1989,0.036166,1.0,0.533333,0.42171,1.0,1.0,1.0,1,1,0.906323,0,Near_Prime,0.036166,196.5702034665971
16644.37,1677.030833333333,6,7,28,2,44,24,7.16,10,Bad,1415.11,36.736505823941314,186,Yes,16.248296899673893,Low_spent_Medium_value_payments,327.2003612568837,0.085,0.009683,1.0,1.0,0.194991,1.0,1.0,1.0,1,0,0.928145,1,Subprime,0.009683,257.1555407675892
16644.37,1677.030833333333,6,7,28,2,48,24,7.16,11,Bad,1415.11,27.79531651309139,188,Yes,16.248296899673893,High_spent_Small_value_payments,314.4653322560074,0.085,0.009683,1.0,1.0,0.187401,1.0,1.0,1.0,1,0,0.932477,0,Subprime,0.009683,194.56721559163967
29365.12,2524.093333333333,5,5,12,1,10,11,7.04,5,Good,463.57,36.99600814397246,265,No,21.52158418849424,Low_spent_Small_value_payments,253.6941341674679,0.0158,0.008523,1.0,1.0,0.100469,1.0,1.0,0.833333,0,2,0.885616,0,Subprime,0.008523,184.9800407198623
163380.76,13446.063333333335,3,3,10,2,5,0,3.91,7,Good,340.43,41.557726541701705,210,No,198.63256609212087,High_spent_Medium_value_payments,987.176712236554,0.0021,0.014771,0.0,1.0,0.073412,1.0,1.0,1.0,0,2,0.954825,0,Prime,0.0,124.67317962510512
163380.76,13446.063333333335,3,3,10,2,5,3,3.91,7,Good,340.43,45.06951555366086,212,No,198.63256609212087,High_spent_Large_value_payments,1161.4013084103387,0.0021,0.014771,1.0,1.0,0.086368,1.0,1.0,1.0,0,2,0.968526,0,Prime,0.014771,135.20854666098256
7476.3,636.025,6,8,27,2,15,8,11.58,8,Standard,2085.35,25.507552802058026,131,Yes,9.718145236683451,High_spent_Small_value_payments,272.8141123336554,0.2789,0.015256,1.0,1.0,0.428263,1.0,1.0,0.888889,1,1,0.920147,0,Near_Prime,0.015256,204.0604224164642
7476.3,636.025,6,8,27,2,15,10,17.58,12,Standard,2085.35,37.73542536436823,132,Yes,9.718145236683451,Low_spent_Small_value_payments,279.0043382565571,0.2789,0.015256,1.0,1.0,0.43798,1.0,1.0,1.0,1,1,0.882712,0,Near_Prime,0.015256,301.88340291494586
18407.68,1685.9733333333334,4,3,4,4,14,7,13.99,4,Good,1199.21,38.56706921117229,172,No,36.33037309141592,High_spent_Small_value_payments,307.3613988859292,0.0651,0.021536,1.0,1.0,0.182197,1.0,1.0,1.0,0,2,0.928091,0,Prime,0.021536,115.70120763351689
19620.3,1866.025,3,5,14,3,19,12,10.45,4,Standard,168.0,25.45145893562188,176,Yes,36.97127884273296,Low_spent_Large_value_payments,370.0584727645695,0.0086,0.019802,1.0,1.0,0.198208,1.0,1.0,0.666667,1,1,0.953621,0,Near_Prime,0.019802,127.2572946781094
30081.37,2333.780833333333,1,2,3,1,6,12,9.18,1,Good,1421.99,37.67066867223593,305,No,13.67171284481858,Low_spent_Small_value_payments,228.9104752468848,0.0473,0.005856,1.0,1.0,0.098044,1.0,1.0,0.333333,0,2,0.873824,0,Subprime,0.005856,75.34133734447185
30081.37,2333.780833333333,1,2,3,1,6,12,9.18,1,Good,1421.99,38.23535006763513,306,No,13.67171284481858,High_spent_Small_value_payments,406.2471543223043,0.0473,0.005856,1.0,1.0,0.173998,1.0,1.0,0.333333,0,2,0.962665,0,Subprime,0.005856,76.47070013527026
30081.37,2333.780833333333,1,2,3,1,4,12,9.18,2,Good,1421.99,34.602041038891485,308,No,13.67171284481858,High_spent_Small_value_payments,321.3306474993467,0.0473,0.005856,1.0,1.0,0.137628,1.0,1.0,0.666667,0,2,0.92628,0,Subprime,0.005856,69.20408207778297
123306.12,10321.51,5,3,9,1,4,11,6.24,0,Good,827.59,29.08981022422936,258,No,77.00407799149481,High_spent_Large_value_payments,963.4438623029256,0.0067,0.00746,1.0,1.0,0.093334,1.0,1.0,0.0,0,2,0.970091,1,Subprime,0.00746,87.26943067268809
7981.345,412.11208333333326,9,5,22,9,44,16,25.96,9,Bad,4064.57,36.97497918107499,10,Yes,57.93168879536229,High_spent_Medium_value_payments,217.7020317414508,0.5092,0.140232,1.0,0.083333,0.526981,1.0,1.0,1.0,1,0,0.821628,0,Near_Prime,0.140232,184.87489590537496
7981.345,412.11208333333326,9,5,22,9,46,17,25.96,9,Bad,4064.57,29.344764856985265,11,Yes,57.93168879536229,Low_spent_Large_value_payments,223.42723911815472,0.5092,0.140232,1.0,0.091667,0.540839,1.0,1.0,1.0,1,0,0.78699,0,Near_Prime,0.140232,146.7238242849263
10987.935,1103.66125,4,4,3,4,7,8,9.68,6,Good,1384.32,35.63329076643507,324,No,25.157286318354235,Low_spent_Medium_value_payments,264.94642983795933,0.126,0.022774,1.0,1.0,0.239844,1.0,1.0,1.0,0,2,0.88636,1,Prime,0.022774,142.53316306574027
10987.935,1103.66125,4,4,3,4,12,8,9.68,6,Good,1384.32,31.233575401002284,325,No,25.157286318354235,High_spent_Small_value_payments,311.9234017324569,0.126,0.022774,1.0,1.0,0.28237,1.0,1.0,1.0,0,2,0.947047,0,Prime,0.022774,124.93430160400914
49233.0,3957.75,10,10,21,6,39,17,26.98,13,Bad,4082.37,31.43714847512421,211,Yes,227.4483414914017,Low_spent_Large_value_payments,67.89107852668582,0.0829,0.057455,1.0,1.0,0.01715,1.0,1.0,1.0,1,0,0.848933,0,Near_Prime,0.057455,314.3714847512421
49233.0,3957.75,10,10,21,6,36,17,26.98,13,Bad,4082.37,33.70012186685352,30,Yes,227.4483414914017,Low_spent_Small_value_payments,151.17982156128784,0.0829,0.057455,1.0,0.25,0.038189,1.0,1.0,1.0,1,0,0.864924,0,Near_Prime,0.057455,337.0012186685352
57765.42,4618.785,3,6,13,3,28,13,3.4700000000000006,5,Standard,1276.72,39.13083964630368,132,Yes,124.5485846977198,High_spent_Large_value_payments,488.332105167911,0.0221,0.02696,1.0,1.0,0.105705,1.0,1.0,0.714286,1,1,0.953766,0,Near_Prime,0.02696,234.78503787782205
57765.42,4618.785,3,6,13,3,28,13,8.47,5,Standard,1276.72,29.204312651431856,133,Yes,124.5485846977198,Low_spent_Large_value_payments,224.84454747116115,0.0221,0.02696,1.0,1.0,0.04867,1.0,1.0,0.714286,1,1,0.890224,1,Near_Prime,0.02696,175.22587590859115
46563.27,3750.2725000000014,7,7,33,2,18,23,10.45,9,Bad,2390.74,33.21609628205416,120,Yes,64.73305243442155,Low_spent_Large_value_payments,456.06703959923766,0.0513,0.017256,1.0,1.0,0.121577,1.0,1.0,1.0,1,0,0.949614,0,Subprime,0.017256,232.5126739743791
91308.16,7781.013333333332,3,7,17,3,15,12,13.28,5,Standard,1382.62,31.35303715417441,334,Yes,217.261482818064,High_spent_Large_value_payments,669.3740789827806,0.0151,0.027918,1.0,1.0,0.086016,1.0,1.0,0.625,1,1,0.955182,0,Near_Prime,0.027918,219.47126007922083
91308.16,7781.013333333332,3,7,17,3,13,15,13.28,5,Standard,1382.62,37.104763513878176,337,Yes,217.261482818064,High_spent_Medium_value_payments,595.8369911350923,0.0151,0.027918,1.0,1.0,0.076566,1.0,1.0,0.625,1,1,0.944446,0,Near_Prime,0.027918,259.7333445971472
86092.12,6929.343333333332,7,3,14,1,3,19,11.43,4,Standard,707.95,28.402729677722725,257,No,64.03988274021647,High_spent_Medium_value_payments,758.6988809071277,0.0082,0.009241,1.0,1.0,0.109475,1.0,1.0,1.0,0,1,0.973412,0,Subprime,0.009241,85.20818903316817
78999.96,6396.330000000001,8,5,20,4,37,24,7.73,16,Bad,2062.79,38.19634546631092,100,Yes,138.2606061819985,Low_spent_Large_value_payments,582.3185737123417,0.0261,0.021612,1.0,0.833333,0.091025,1.0,1.0,1.0,1,0,0.948828,1,Subprime,0.021612,190.98172733155465
34107.42,3000.285,8,5,17,2,10,15,10.55,7,Standard,884.77,34.69636081235175,173,Yes,44.53855484382924,High_spent_Small_value_payments,348.4877941481716,0.0259,0.01484,1.0,1.0,0.116113,1.0,1.0,1.0,1,1,0.929493,1,Subprime,0.01484,173.48180406175874
34107.42,3000.285,8,5,17,2,15,15,10.55,7,Standard,884.77,27.40725349026793,174,Yes,44.53855484382924,High_spent_Large_value_payments,457.8536985434215,0.0259,0.01484,1.0,1.0,0.152553,1.0,1.0,1.0,1,1,0.972611,0,Subprime,0.01484,137.03626745133965
34107.42,3000.285,8,5,17,2,15,15,8.55,9,Standard,884.77,31.85533484391975,176,Yes,44.53855484382924,Low_spent_Small_value_payments,205.6614316901971,0.0259,0.01484,1.0,1.0,0.068524,1.0,1.0,1.0,1,1,0.87189,1,Subprime,0.01484,159.27667421959876
38149.09,3121.090833333333,1,3,8,3,12,6,6.72,1,Good,821.91,36.20073618339443,202,No,90.32160297711032,High_spent_Small_value_payments,296.82421912373894,0.0215,0.02893,1.0,1.0,0.095072,1.0,1.0,0.25,0,2,0.911799,0,Prime,0.02893,108.60220855018328
57786.18000000001,4910.515,7,4,11,4,25,6,8.89,7,Standard,1693.68,33.596867238363444,206,Yes,167.88680325081603,High_spent_Medium_value_payments,496.0583975933063,0.0293,0.034182,1.0,1.0,0.100999,1.0,1.0,1.0,1,1,0.950108,0,Prime,0.034182,134.38746895345378
57786.18000000001,4910.515,7,4,11,4,25,8,8.89,10,Standard,1693.68,31.948390265738297,207,Yes,167.88680325081603,Low_spent_Medium_value_payments,421.5034174083277,0.0293,0.034182,1.0,1.0,0.085819,1.0,1.0,1.0,1,1,0.928816,1,Prime,0.034182,127.7935610629532
57786.18000000001,4910.515,7,4,11,4,25,8,13.89,10,Standard,1693.68,27.098067358999074,208,Yes,167.88680325081603,High_spent_Medium_value_payments,501.7361991795145,0.0293,0.034182,1.0,1.0,0.102155,1.0,1.0,1.0,1,1,0.951265,0,Prime,0.034182,108.3922694359963
98917.23,8513.1025,1,4,1,2,3,3,7.92,5,Good,738.81,39.36524901739741,160,No,115.53132469523212,High_spent_Large_value_payments,894.6621626124429,0.0075,0.013569,1.0,1.0,0.10508,1.0,1.0,1.0,0,2,0.976901,0,Prime,0.013569,157.46099606958964
15803.96,1307.996666666667,3,5,15,4,25,19,13.25,7,Standard,931.32,22.77538974902287,221,Yes,45.037244539889095,Low_spent_Small_value_payments,264.22557351440264,0.0589,0.034406,1.0,1.0,0.201854,1.0,1.0,1.0,1,1,0.880295,0,Near_Prime,0.034406,113.87694874511436
40602.72,3177.56,4,6,14,3,11,11,8.08,7,Standard,1314.56,33.09438281780716,306,No,96.20398492235977,High_spent_Medium_value_payments,434.4205073636488,0.0324,0.030267,1.0,1.0,0.136672,1.0,1.0,1.0,0,1,0.958038,1,Near_Prime,0.030267,198.56629690684292
40602.72,3177.56,4,6,14,3,11,12,9.08,7,Standard,1314.56,39.53069525931142,307,No,96.20398492235977,High_spent_Medium_value_payments,360.68863478592885,0.0324,0.030267,1.0,1.0,0.113475,1.0,1.0,1.0,0,1,0.934834,1,Near_Prime,0.030267,237.18417155586852
56370.98,4973.581666666667,4,6,3,4,20,2,12.92,3,Good,726.6,37.50076719798162,184,No,180.81029483236568,High_spent_Medium_value_payments,359.90322966055567,0.0129,0.036347,0.4,1.0,0.072348,1.0,1.0,0.428571,0,2,0.922097,1,Prime,0.0145388,225.0046031878897
17727.93,1349.3275,6,5,15,4,6,19,9.8,8,Standard,1017.2,32.978456697195035,265,Yes,37.831855121142205,High_spent_Small_value_payments,311.0401307337595,0.0574,0.028017,1.0,1.0,0.230344,1.0,1.0,1.0,1,1,0.937826,1,Near_Prime,0.028017,164.89228348597518
17727.93,1349.3275,6,5,15,4,6,18,9.8,8,Standard,1017.2,39.30630998138593,266,Yes,37.831855121142205,Low_spent_Small_value_payments,226.12853770495624,0.0574,0.028017,1.0,1.0,0.167462,1.0,1.0,1.0,1,1,0.852664,0,Near_Prime,0.028017,196.53154990692963
17727.93,1349.3275,6,5,15,4,6,18,9.8,8,Standard,1017.2,30.285104050006147,268,Yes,37.831855121142205,Low_spent_Medium_value_payments,277.81538489629054,0.0574,0.028017,1.0,1.0,0.205739,1.0,1.0,1.0,1,1,0.898381,0,Near_Prime,0.028017,151.42552025003073
64720.9,5559.408333333334,4,4,2,3,11,1,0.68,6,Good,1425.1,29.96873842289835,335,No,112.17707497208748,High_spent_Small_value_payments,318.3531498020896,0.022,0.020174,0.25,1.0,0.057254,1.0,1.0,1.0,0,2,0.910496,0,Prime,0.0050435,119.8749536915934
64720.9,5559.408333333334,4,4,2,3,11,0,0.68,6,Good,1425.1,27.23364045794853,336,No,112.17707497208748,Low_spent_Medium_value_payments,218.97106549192625,0.022,0.020174,0.0,1.0,0.03938,1.0,1.0,1.0,0,2,0.889022,0,Prime,0.0,108.93456183179411
64720.9,5559.408333333334,4,4,2,3,11,1,0.68,6,Good,1425.1,25.98980296961523,337,No,112.17707497208748,High_spent_Medium_value_payments,532.4668013463555,0.022,0.020174,0.25,1.0,0.09576,1.0,1.0,1.0,0,2,0.950809,0,Prime,0.0050435,103.95921187846092
19549.47,1897.1225,3,7,25,7,19,14,12.05,5,Standard,1924.26,33.866787681021336,132,Yes,86.8551627754983,High_spent_Medium_value_payments,322.48583008174734,0.0984,0.045758,1.0,1.0,0.169897,1.0,1.0,0.625,1,1,0.938208,0,Prime,0.045758,237.06751376714936
19549.47,1897.1225,3,7,25,7,16,14,12.05,5,Standard,1924.26,39.39509095790904,133,Yes,86.8551627754983,High_spent_Small_value_payments,264.9650326923946,0.0984,0.045758,1.0,1.0,0.139593,1.0,1.0,0.625,1,1,0.902617,0,Prime,0.045758,275.7656367053633
27269.1,2437.425,3,3,9,1,29,11,11.1,3,Standard,1487.56,34.76254886339679,208,No,19.6229505924858,High_spent_Large_value_payments,436.6081379816481,0.0545,0.008047,1.0,1.0,0.179053,1.0,1.0,0.75,0,1,0.980662,1,Subprime,0.008047,104.28764659019036
35554.04,3096.836666666666,2,7,9,4,17,2,7.92,6,Good,89.93,31.26544194903252,319,No,76.63035384230841,Low_spent_Small_value_payments,253.09783554124888,0.0025,0.024737,0.4,1.0,0.081701,1.0,1.0,0.75,0,2,0.888084,1,Prime,0.0098948,218.85809364322765
35554.04,3096.836666666666,2,7,9,4,15,1,7.92,6,Good,89.93,39.681122305091655,320,No,76.63035384230841,Low_spent_Large_value_payments,399.02800554613566,0.0025,0.024737,0.2,1.0,0.128809,1.0,1.0,0.75,0,2,0.941664,0,Prime,0.0049474,277.7678561356416
22416.225,1675.01875,0,6,3,3,14,10,6.93,4,Good,397.34,23.209600979919728,201,No,39.03350853832032,High_spent_Small_value_payments,285.3798101530918,0.0177,0.023289,1.0,1.0,0.170272,1.0,1.0,0.571429,0,2,0.915152,0,Prime,0.023289,139.25760587951837
63658.26,5281.855,3,6,12,2,24,20,14.57,8,Standard,498.59,36.06164725905028,271,Yes,81.23619471554962,High_spent_Medium_value_payments,551.7615150393684,0.0078,0.015377,1.0,1.0,0.104444,1.0,1.0,1.0,1,1,0.957132,1,Subprime,0.015377,216.36988355430168
29462.18,2510.181666666667,5,5,8,1,29,16,5.03,4,Standard,1477.96,22.56459875338125,240,No,16.714394734952368,Low_spent_Small_value_payments,190.4612306829378,0.0502,0.006656,1.0,1.0,0.075845,1.0,1.0,0.666667,0,1,0.860346,1,Subprime,0.006656,112.82299376690624
29462.18,2510.181666666667,5,5,8,1,29,16,5.03,9,Standard,1477.96,33.64688251568579,241,No,16.714394734952368,High_spent_Large_value_payments,452.5595525005709,0.0502,0.006656,1.0,1.0,0.180218,1.0,1.0,1.0,0,1,0.984679,0,Subprime,0.006656,168.23441257842893
118111.08,10072.59,2,6,7,3,24,3,4.55,5,Good,390.11,40.01854952030653,207,No,219.9504576171572,High_spent_Small_value_payments,828.2894888283768,0.0033,0.021834,0.75,1.0,0.082224,1.0,1.0,0.714286,0,2,0.956419,0,Prime,0.0163755,240.1112971218392
129903.88,10538.323333333334,7,6,20,1,12,10,15.13,5,Standard,1227.21,40.29111486907324,243,Yes,104.74617742578714,High_spent_Medium_value_payments,965.704278120974,0.0094,0.009939,1.0,1.0,0.091629,1.0,1.0,0.714286,1,1,0.967914,0,Subprime,0.009939,241.74668921443944
54275.88,4758.99,7,10,30,6,11,16,4.04,15,Bad,4569.66,34.30974117775154,140,Yes,192.1659370051657,High_spent_Medium_value_payments,466.4688691068856,0.0842,0.040371,1.0,1.0,0.097998,1.0,1.0,1.0,1,0,0.945486,0,Near_Prime,0.040371,343.0974117775154
54275.88,4758.99,7,10,30,6,11,16,4.04,15,Bad,4569.66,27.911691164283127,141,Yes,192.1659370051657,High_spent_Large_value_payments,472.4705288597844,0.0842,0.040371,1.0,1.0,0.099259,1.0,1.0,1.0,1,0,0.948849,0,Near_Prime,0.040371,279.11691164283127
54275.88,4758.99,7,10,30,6,13,16,0.04,15,Bad,4569.66,26.69651923693164,142,Yes,192.1659370051657,Low_spent_Small_value_payments,217.00486049575736,0.0842,0.040371,1.0,1.0,0.045589,1.0,1.0,1.0,1,0,0.884662,0,Near_Prime,0.040371,266.9651923693164
8545.26,1008.105,8,9,31,6,21,21,19.74,8,Bad,4953.93,28.661335978785683,110,Yes,26.492389375240307,Low_spent_Small_value_payments,245.451113378114,0.5797,0.026253,1.0,0.916667,0.243236,1.0,1.0,0.8,1,0,0.855809,1,Near_Prime,0.026253,257.95202380907114
110064.33,9095.0275,5,4,5,2,28,19,11.08,1,Standard,456.58,37.72548395435671,224,No,136.9409830700163,High_spent_Large_value_payments,906.1681768342704,0.0041,0.015055,1.0,1.0,0.099622,1.0,1.0,0.2,0,1,0.973245,0,Subprime,0.015055,150.90193581742685
11855.82,943.985,6,6,17,1,9,10,10.89,5,Standard,735.37,27.288638113786288,180,Yes,5.711416878860573,Low_spent_Small_value_payments,333.1640301323495,0.062,0.006044,1.0,1.0,0.35256,1.0,1.0,0.714286,1,1,0.945725,0,Subprime,0.006044,163.73182868271772
60417.68,5237.806666666666,5,4,18,1,16,11,8.3,4,Standard,1010.73,36.384713530779976,330,No,27.46092673718074,Low_spent_Medium_value_payments,431.9706712037397,0.0167,0.005242,1.0,1.0,0.082456,1.0,1.0,0.8,0,1,0.929014,0,Subprime,0.005242,145.5388541231199
33978.57,2685.5475,5,5,6,3,30,10,15.98,7,Standard,1082.25,31.852672582458204,167,Yes,60.06864329328245,Low_spent_Small_value_payments,371.3345153904225,0.0319,0.022359,1.0,1.0,0.13822,1.0,1.0,1.0,1,1,0.930286,0,Near_Prime,0.022359,159.26336291229103
9546.425,739.5354166666666,7,3,5,6,28,11,14.11,13,Standard,1938.11,34.07377202745382,119,Yes,45.31099029663103,High_spent_Large_value_payments,257.86526760905366,0.203,0.061187,1.0,0.991667,0.348215,1.0,1.0,1.0,1,1,0.924157,0,Prime,0.061187,102.22131608236144
35952.45,3174.0375,3,6,16,2,4,10,21.36,12,Standard,517.01,36.28704274114397,169,Yes,59.040751660855726,High_spent_Large_value_payments,460.4648100065795,0.0144,0.018595,1.0,1.0,0.145027,1.0,1.0,1.0,1,1,0.969459,0,Near_Prime,0.018595,217.7222564468638
16803.61,1381.3008333333337,8,5,25,3,28,14,16.93,7,Standard,1664.82,28.68521230223281,165,Yes,22.365778122223645,Low_spent_Medium_value_payments,342.8726031593967,0.0991,0.01618,1.0,1.0,0.248045,1.0,1.0,1.0,1,1,0.945517,0,Near_Prime,0.01618,143.42606151116405
