Customer_ID,County,Population_Density_Category,Annual_Income,Monthly_Inhand_Salary,Outstanding_Debt,Num_of_Loan,Total_EMI_per_month,Credit_Utilization_Ratio,Credit_History_Age,Num_of_Delayed_Payment,Monthly_Balance,Default_Flag
1491,Kajiado,Medium,811156.2268925026,71274.8310519617,500704.26473189425,7,8000.0,0.1448933382609343,28,1,12017.409601494437,0
1492,Kilifi,Very High,524022.4298471515,59385.52352989852,252657.55048448738,5,8000.0,0.16092459263525405,215,1,22647.159392315643,1
1493,Kakamega,Medium,831563.7093884613,73210.62584320636,366557.3421192501,1,2605.080717685307,0.22476424241190118,90,0,27729.682593322214,1
1494,Homa Bay,High,975418.3153099592,88435.52334550925,307954.34361499763,2,8000.0,0.21673357998002168,228,6,30179.610560987785,1
1495,Busia,Very High,360522.6422957018,62970.41862251323,264481.12374380423,6,8000.0,0.9003830988445387,138,2,30186.265904378983,0
1496,Trans-Nzoia,Very High,1020379.2385694969,81287.86961639933,304142.3347050931,1,8000.0,0.7702651900707246,77,2,26944.555108179844,1
1497,Turkana,Medium,806250.5878756454,69962.09779137862,290755.6015330514,3,8000.0,0.33632764196395093,48,2,30958.622876835747,1
1498,Migori,Very High,910929.3628707709,75782.38346310073,228917.0237107908,3,8000.0,0.7849191222110579,212,1,25801.03575310999,0
1499,Bungoma,Medium,827594.2431980924,74941.1341678509,537248.8025623946,3,3770.7122624303247,0.7449216242848044,127,0,6794.562136257409,1
1500,Kitui,High,711640.0522632826,78712.01267886892,383769.01438193413,6,8000.0,0.36973840273837566,106,3,21982.618992503278,1
1501,Lamu,Very High,872252.0910086858,109810.57887066109,58691.044680094725,3,8000.0,0.07698651486800576,147,3,16709.66634504189,1
1502,Nandi,Medium,772769.9345627201,68054.96935820367,376109.5195050284,2,8000.0,0.057870515687613915,33,0,21254.074339907154,1
1503,Kiambu,Very High,810604.7562629514,75327.63945648343,258497.7839611616,7,7206.847625856274,0.34306101745521067,79,3,5458.873475673361,0
1504,Samburu,Medium,679895.4970061535,72668.01152079829,446396.6662693824,1,8000.0,0.09085585530840937,11,0,-7350.493655280916,0
1505,Tharaka-Nithi,Medium,1034193.746470977,53380.101910754296,210838.48440723392,7,8000.0,0.15898553797317277,25,3,38872.581532414566,1
1506,Nyandarua,Medium,1209199.6353382021,88787.13618506299,0.0,1,8000.0,0.27899556263642533,73,2,23853.677223103998,1
1507,Narok,High,681680.6194189434,63394.98352143952,207853.18734054826,1,6428.375865937072,0.21111938747668152,115,6,29321.097364496978,1
1508,Machakos,Very High,870796.238136956,96478.86892281898,57750.48687538039,7,8000.0,0.18029518318970716,200,0,34742.8375505576,1
1509,Kisii,High,626201.5169790904,64129.46109704475,168312.8279168329,6,8000.0,0.2859287804131795,36,3,11655.838999996087,1
1510,Kisumu,Medium,997008.4220859478,81646.487025277,181508.78166308504,2,8000.0,0.7132029800117771,183,2,23083.235860286568,0
1511,Migori,Medium,956060.7592684247,101878.33172427278,295322.55318084906,2,8000.0,0.44999223316666404,217,2,19286.948498760234,1
1512,Kwale,High,755259.3446143657,82701.66038027043,280582.54202841764,3,8000.0,0.6468807353961488,48,0,25600.45287433645,0
1513,Kericho,High,879312.7540471167,67058.72541568617,326805.97430476156,5,8000.0,0.8858850372632989,94,0,4325.657153930586,0
1514,Kisumu,Very High,1116318.901090226,62470.467666251134,316556.2580298924,2,8000.0,0.05121908735388712,94,3,24598.24442880151,1
1515,Kajiado,Medium,498157.10741671664,42938.96307531429,482961.8492897213,2,6523.251044694271,0.9061247960700661,145,0,22174.99323764804,1
1516,Baringo,High,577044.1886912403,70252.55370328299,250191.38516076273,0,8000.0,0.30122577741325657,53,0,17063.981402959063,0
1517,Tharaka-Nithi,Medium,1045458.6501941134,54551.160497680525,311704.09228853474,3,8000.0,0.3087570591343717,217,1,2332.3330106516405,1
1518,Tharaka-Nithi,Medium,913619.4614434781,75380.63707416876,356155.6803793312,7,8000.0,0.6164681633656369,238,4,34010.472562159724,1
1519,Nyandarua,Very High,882458.3251371988,69414.40256008074,172496.1756344863,3,8000.0,0.3747692262993342,122,1,16909.64784161422,1
1520,Nakuru,Very High,1135746.471656612,77290.1633609956,98303.7207528066,0,8000.0,0.12241223516174424,33,3,8663.350623562668,1
1521,Nakuru,Very High,1076108.493436679,58523.71078265899,294209.81046654715,1,4243.379877560756,0.6903028148191481,228,1,5901.519698764272,1
1522,Kericho,High,1328776.013585958,67887.74314154756,202057.19502765432,5,1129.8385098559902,0.21486940420145095,126,10,28851.884382794917,1
1523,Bungoma,Medium,1123734.1500887016,83589.54159720927,343625.8992071044,6,8000.0,0.8864346838944503,206,1,13064.654737760697,0
1524,Nyamira,High,1031431.3782347649,80147.93226963481,338123.44827674126,0,8000.0,0.9390773283475621,206,1,9141.7354718428,0
1525,Nandi,High,886509.8261329047,48189.056737730614,368693.0339837689,0,8000.0,0.21310124846074363,44,0,17501.71548259734,1
1526,Nandi,Very High,863959.1717159728,87330.93984205397,155697.36571238865,5,8000.0,0.7283175607348908,142,4,24100.42839719847,1
1527,Migori,Medium,899189.975393086,59516.56296086592,181067.0791490796,6,8000.0,0.9426411460100984,166,2,38379.5054342113,0
1528,Machakos,Medium,955744.9638285734,52224.96601097466,262838.2837319418,7,6307.821750740979,0.9097767192837523,233,2,7172.37114460394,0
1529,Migori,Very High,598317.2546487328,71840.18736051857,228622.1745499266,7,8000.0,0.5584233416356414,235,0,26887.644611023243,0
1530,Nairobi,Medium,965898.5201305578,111438.92938261575,304789.3595406738,7,8000.0,0.3308246317110854,219,4,31524.188932661345,1
1531,Marsabit,Very High,839168.3766565685,70139.95216359358,413218.5449644867,5,8000.0,0.0604973118765674,176,2,31294.878947548623,1
1532,Baringo,High,989262.703807423,76620.78589907942,238032.07351956613,7,8000.0,0.8584120803493016,6,2,28488.28729811075,1
1533,Samburu,High,755581.1734711636,85435.0849093067,87332.3616785772,6,8000.0,0.08203527396907487,211,2,22361.47426985376,1
1534,Bungoma,Very High,735143.7351572962,62091.04876235846,15579.387832978595,0,8000.0,0.5687799245423412,86,3,46296.30668843081,1
1535,Kirinyaga,High,957678.5806315392,79747.67362504781,94956.86089133061,2,0.0,0.21753449566060468,93,2,25327.12503463975,1
1536,Tana River,High,1019317.6095751062,62732.889310244165,91004.91225561075,0,3804.2702507706035,0.26778482608679566,206,2,28241.432671689672,0
1537,Mombasa,Very High,749016.4770012841,83424.46206241722,330067.71374378284,7,8000.0,0.0710164608959433,143,4,31957.614793943816,1
1538,Baringo,High,1229801.795929739,81079.06078701509,244246.28733634038,4,8000.0,0.08321567440383595,151,3,19237.773217699454,0
1539,Kilifi,Medium,1228087.3548374898,79736.5871436161,258969.51017042174,7,8000.0,0.3651851306770836,14,0,14790.081335333658,0
1540,Kisii,High,504418.44418586197,77620.66074985055,336597.1014741753,0,4142.924616942526,0.8398040123922729,18,0,13182.970772984867,0
1541,Embu,Very High,705743.2625329593,105224.45115754104,413551.0279071751,1,8000.0,0.5592499812182142,48,3,18312.70395752529,0
1542,Baringo,Medium,929051.88111745,78564.216602666,226626.44935251557,1,5399.099986818013,0.5344758413049134,103,3,19089.182584832153,1
1543,Lamu,Medium,992692.8367521231,82982.24155736755,339128.3936896932,5,8000.0,0.608272017780496,137,3,9411.229586654608,0
1544,Nyandarua,High,1433084.9931486202,80539.88424669717,292262.76692089863,6,8000.0,0.5318003102447559,48,1,10438.961629267267,1
1545,Kakamega,Medium,935223.5700146267,59984.61145107524,63117.98841682609,1,8000.0,0.3238200983265017,228,4,36991.03758143379,1
1546,Samburu,Very High,870898.1014213633,63469.62672321955,71881.36156426498,0,8000.0,0.8419733137304736,164,1,35528.301442825825,1
1547,Mombasa,Medium,615491.1728525951,58744.118576003704,209222.14444117402,3,8000.0,0.47804298414123036,224,1,41197.87372595507,1
1548,Nyamira,High,503651.6511302635,63261.14925861192,273629.335932154,1,8000.0,0.7273865634791165,238,0,27983.179411958095,1
1549,Kitui,High,866581.9384791985,67401.15041143265,307669.8393135364,7,7040.848195582973,0.8708411742718197,30,1,21457.002186200018,0
1550,Mandera,Medium,1414346.2979936767,71971.70981502172,226278.80987564538,0,8000.0,0.05335457879399283,221,2,24951.36248541253,0
1551,Kitui,Very High,847057.8184110991,71795.75841676546,46454.48682287673,1,8000.0,0.48032383435688814,81,1,10465.383989421072,1
1552,West Pokot,Very High,706817.0905559964,83644.18923808247,205860.08552630042,2,8000.0,0.5941541305534555,90,0,8891.00598960573,1
1553,Lamu,High,1013017.3493756336,95258.03477334292,29491.235350666044,2,8000.0,0.5021537093969805,22,4,15953.690548343513,1
1554,Meru,High,398608.68802328396,92145.35154372691,225438.78564220585,0,8000.0,0.8621741608298152,199,6,22770.139650657035,1
1555,Kakamega,Very High,919822.5593388953,79174.56076156176,317259.52622090565,1,8000.0,0.8960432975637318,161,1,8285.424047322107,0
1556,Kakamega,Medium,1106094.5460561055,62540.526845022585,301462.7459251841,1,8000.0,0.17086058689111683,19,0,15182.237685905577,0
1557,Homa Bay,Medium,663110.2000189249,90739.34127447766,189730.22862519627,4,0.0,0.3222156121492317,121,2,16650.084434336786,1
1558,Taita-Taveta,Medium,1242217.4422660293,66739.9073855435,298541.4021156494,6,8000.0,0.2874917350189239,206,0,27100.643188828406,0
1559,Bungoma,Medium,1064920.637351467,81516.65710233072,115623.10582412369,5,8000.0,0.49709132525601457,73,3,16922.548564741373,1
1560,Nyamira,Very High,1244480.3088980129,79219.40664613362,172979.38166910532,5,8000.0,0.3938945495526943,74,1,19267.306193877812,1
1561,West Pokot,High,555921.8449251784,59078.62925408925,51188.97363251401,1,8000.0,0.37329456962639596,118,4,18473.714217824876,0
1562,Isiolo,High,854824.9769959445,67111.87386408723,186238.23939322226,7,8000.0,0.5305106560912876,18,3,17773.100006042896,1
1563,Tharaka-Nithi,Medium,1130531.6421320576,82696.82361198573,156961.87404682045,3,8000.0,0.4910598106820258,90,0,23418.82365254079,1
1564,Kajiado,Very High,525535.3267406769,72708.06344929808,200936.7460311889,2,8000.0,0.46883780015213866,19,4,16689.586066108877,0
1565,Samburu,Very High,1136767.9221073994,118684.21719873519,217391.54575214614,1,7735.395079958486,0.15189256969800702,151,2,16088.045134730794,1
1566,Garissa,Medium,855038.2771830856,68322.41232766367,279923.8749681161,6,8000.0,0.535339592194735,142,1,16999.41672591426,1
1567,Lamu,Medium,1134907.2117319326,59878.34196249165,14371.330087127426,3,8000.0,0.1030645549441965,95,6,7390.424387820904,0
1568,Wajir,Medium,954367.515347944,76092.77092010659,146809.05410595844,7,8000.0,0.6047144232001601,239,2,29143.784743470802,1
1569,Kirinyaga,High,1252706.6044592443,70166.63482368249,367409.5822584601,5,8000.0,0.6110939510981264,49,4,20924.296115842866,0
1570,Nandi,Medium,577022.5001030987,49272.02811492352,369475.36670826667,6,8000.0,0.28453155347745396,32,2,13435.600290453254,1
1571,Kisii,High,982267.5727322542,87531.57288964913,256685.7367997623,0,8000.0,0.17178153697658505,174,3,11113.5751143338,0
1572,Nyamira,Very High,522108.68040740845,89869.25000063969,259270.86517401415,2,8000.0,0.7684472130382924,218,2,8542.289444467375,1
1573,Marsabit,Very High,1004884.5733565184,87806.655757421,114730.13948698435,0,8000.0,0.743344519786285,61,1,36383.9689143836,0
1574,Homa Bay,High,981954.9794656804,79806.40784913609,205191.18747394253,5,8000.0,0.9014066643173294,99,3,27872.947253443843,0
1575,Kajiado,High,828729.6093194854,72975.13607299063,348653.5531336019,7,8000.0,0.4516784076038797,49,3,14481.208650823404,0
1576,Trans-Nzoia,High,704050.6937811782,77589.15621362452,100659.54995846021,5,8000.0,0.3339964349330795,15,2,27728.853064375133,0
1577,Siaya,High,818658.4987508835,73163.48216446419,267361.941678787,7,8000.0,0.3223472058911795,165,3,34878.16768848426,1
1578,Kilifi,Medium,924413.1674849757,65496.50205532034,316828.6793850876,1,8000.0,0.21216500926459353,75,2,21341.316846807542,0
1579,Taita-Taveta,Very High,971046.6945756612,98108.28575771417,255683.73534573,0,8000.0,0.3647595029626015,31,4,10590.26809441634,1
1580,Tana River,Medium,1383078.9941358222,93974.56341051441,232141.77735406393,5,8000.0,0.16501774213553771,221,2,21392.131385902583,1
1581,Tana River,High,1118354.1206359365,84903.19813576125,230907.6585753223,6,8000.0,0.8348324645210742,46,3,14800.900418976213,1
1582,Nairobi,Medium,753275.7948074986,68602.4202051174,310069.40446314006,2,8000.0,0.36219270375917095,51,1,22146.349037017768,0
1583,Turkana,Medium,1044843.9123915569,83771.58186504632,273351.35509553703,0,8000.0,0.542551443435711,19,1,23654.912352159416,1
1584,Mandera,Very High,1120329.7696202172,71426.32683263949,309337.2581457357,6,8000.0,0.10992519709956705,50,2,787.7879665124892,0
1585,Kericho,Medium,736008.2779359026,70836.99935737507,205979.125594792,0,8000.0,0.3026607376646623,159,1,8266.832006312457,1
1586,Kirinyaga,Very High,1075539.0091356533,74758.53527205337,211505.69964620646,0,8000.0,0.25118738330445844,105,6,28599.182812574698,0
1587,Kisumu,High,528316.4913837181,81615.18614066561,315869.5347652842,3,8000.0,0.8482666359637673,12,0,25680.64960081271,1
1588,Kericho,Medium,726901.3156094584,68989.16482185828,142975.07655492992,3,8000.0,0.21201359713373857,170,3,12442.242957099616,0
1589,Nyandarua,High,543942.3322784237,72914.00407653415,114557.39921449884,1,8000.0,0.7659744205290159,233,3,6803.903748111834,1
1590,Makueni,Very High,847235.741199735,94759.09809521618,522738.86167839036,7,748.9005071901302,0.30440168817186714,183,3,15933.35088557026,0
1591,West Pokot,High,781588.6292815324,49892.062135634565,300725.4202574763,0,7705.467225446782,0.24004731205989055,199,4,3251.0052700952365,0
1592,Kilifi,High,800761.0489516547,90255.1447107218,220523.05761638714,3,8000.0,0.05869399972013048,34,2,34958.14635460869,0
1593,Nakuru,Very High,1103868.9886741962,73025.57719468158,166644.12421526527,2,8000.0,0.312405718747612,217,1,32880.63127531025,0
1594,Kericho,High,922645.6065536145,68095.91667023436,139732.6835479262,2,8000.0,0.11325943744430783,111,3,25465.412286489318,1
1595,Vihiga,High,1100080.7741438823,70458.40544296305,244221.20597275122,5,8000.0,0.3759185646968172,125,1,27474.59400203798,0
1596,Tharaka-Nithi,High,1306587.5674620317,75170.07372804993,238552.17610090796,0,8000.0,0.09761372853188638,237,4,17213.830663525223,1
1597,Nairobi,Medium,1423666.4811585625,88924.75405818185,302652.40852445003,1,8000.0,0.10780373137362795,124,2,6588.696366315709,1
1598,Samburu,High,865048.9706008508,77631.9579602672,94094.08309838871,5,8000.0,0.36909001707537187,188,1,-650.2582602979273,0
1599,Mandera,Very High,1033686.3305969425,67623.9906477796,98984.72631286169,3,4480.80551446766,0.4532013640960788,14,2,29860.532733260115,1
1600,Lamu,Medium,861310.2474252181,85362.5917639304,281202.79769640596,5,8000.0,0.3491711896678193,164,4,37101.393146151735,1
1601,Embu,Medium,1153549.8538074282,73559.78872235207,296379.50255038624,3,8000.0,0.0713252894523633,125,3,24321.515561398563,1
1602,Kakamega,Very High,1104922.5279228606,82906.24897633796,358440.0624536742,3,8000.0,0.21028423886659248,218,4,27264.308187570277,1
1603,Kajiado,High,734865.2637969379,79072.25948120843,449395.39068425004,5,8000.0,0.8951448393735589,104,2,20712.12048826117,1
1604,Isiolo,Medium,771657.3636863324,59071.23102228391,217679.19384236378,1,8000.0,0.5645604945046769,98,2,19230.659994989608,1
1605,Siaya,Medium,1246511.5893218862,83576.12078699432,330507.02750859136,4,8000.0,0.8185862179752905,151,4,29892.719436476298,1
1606,Kilifi,Medium,762707.4718067569,50336.89082947868,125125.73172995147,3,8000.0,0.09619656409848451,185,4,12103.472790351749,0
1607,Elgeyo-Marakwet,High,872051.1636254193,73497.45574625753,0.0,6,8000.0,0.056815275700051175,163,4,18527.500179779403,1
1608,Nandi,Medium,1068760.22725818,59853.2525462083,132494.57661886793,0,8000.0,0.7535761654924146,82,1,16494.431318913907,1
1609,Mandera,Very High,858606.094628103,45410.130614808586,192501.44491277542,3,8000.0,0.39603174785657935,144,4,5548.549359529687,1
1610,Kilifi,High,1283491.2947595492,78695.50671914702,508071.95221970417,3,8000.0,0.3822291364674698,30,1,14477.920950712352,0
1611,Samburu,Very High,1158276.5014024603,87497.63390897316,50438.215563173784,7,8000.0,0.26439673458291757,159,4,3053.5141317668786,0
1612,Kajiado,Very High,678957.6495765079,74529.39759472804,338928.3751338328,7,8000.0,0.19448971411624755,217,2,23224.590322312848,1
1613,Meru,Medium,753623.3471200671,94268.28884470188,179016.4359586604,7,4347.981969516959,0.79560973105387,222,0,18857.844369113227,0
1614,Kisumu,Medium,1046890.3853030592,75008.01241864232,309719.5941630803,4,8000.0,0.1052660709562708,143,4,454.28450987472024,0
1615,Mandera,Medium,886994.0236040101,77660.0489967611,255076.70623705536,7,8000.0,0.4985199144141216,122,0,29532.248335261374,1
1616,Kitui,Very High,414860.2488093363,62364.76123410766,140232.44610655267,5,8000.0,0.37438957556448277,82,3,16406.08404756139,0
1617,Busia,High,657279.281964038,83732.48192903178,372936.23657347006,6,8000.0,0.2978758501554366,165,1,37271.93615651275,1
1618,Samburu,Medium,958523.8242927764,83060.8584327911,303848.53866347956,0,8000.0,0.7346690032597756,104,1,34783.959808330656,0
1619,Tana River,Medium,1122637.1979280524,68730.89069152094,248247.24157592555,0,8000.0,0.8410574932573062,59,3,13995.275854040301,1
1620,Isiolo,Very High,1126211.7592967758,55768.382006414635,285249.8876775895,6,8000.0,0.22549028610065813,30,1,20060.283237811436,1
1621,Kajiado,High,1390709.2387760372,52595.32699720594,199058.36809065318,0,8000.0,0.11930865452729028,221,5,13907.189300583326,0
1622,West Pokot,Very High,727134.7343386095,90113.05444924464,18056.342072953208,3,8000.0,0.38754762927420383,162,4,1401.5986190357507,0
1623,Kitui,Medium,739091.4550536626,57510.87623208538,263452.68817218696,3,8000.0,0.44611868679115074,168,2,25324.674911280945,1
1624,Vihiga,Very High,893667.9623349574,97838.42545587661,517196.7762677608,2,8000.0,0.09782065135085088,57,3,19859.48717336805,0
1625,Wajir,Medium,481006.60444476246,63240.06105398988,351434.280693408,4,8000.0,0.47303182444433883,121,2,16511.482948044028,1
1626,Tana River,High,899231.1932997676,70525.23471272801,285178.56677336694,5,8000.0,0.9060310113344923,129,2,18455.24699736926,1
1627,Trans-Nzoia,Very High,851123.7872460891,117473.25527099325,296252.24476249935,6,8000.0,0.39706672631009315,218,3,16728.5398138747,1
1628,Nyandarua,Medium,1097929.4646313211,67936.89639791456,249857.79833724228,0,8000.0,0.860009226741183,145,1,11567.513133053306,1
1629,Taita-Taveta,Medium,1140380.1496402672,60537.339359397374,0.0,0,8000.0,0.8137179354905228,181,4,25161.971743786366,1
1630,Kakamega,Medium,989318.3905106154,69912.63999825128,123811.83210029225,2,8000.0,0.4429155378054627,12,3,33408.812115538305,0
1631,Tharaka-Nithi,Medium,900718.5927114887,52243.49134655188,242376.4455022917,3,8000.0,0.6858613692210356,204,1,20752.20951483713,1
1632,Elgeyo-Marakwet,Very High,991003.8603659905,70766.11238330686,360803.66557686706,6,8000.0,0.23815311928292254,90,4,9557.47843757734,1
1633,Tana River,Medium,701793.0326985024,76083.09808706408,469688.5827380382,6,8000.0,0.17160002035445387,58,2,7818.956580359591,0
1634,Tharaka-Nithi,Very High,879330.7777993772,89905.0476191443,120855.19350969548,2,8000.0,0.05190560397936711,86,0,38262.581104972305,0
1635,Makueni,Medium,904191.5047180611,82644.95952869064,328776.5619337063,6,8000.0,0.11599252970983477,73,2,11609.544916904346,0
1636,Busia,Very High,881228.6972517768,77185.92441315152,0.0,2,8000.0,0.6154929840186076,178,3,19047.908429565872,0
1637,Kisii,Very High,857243.5075422954,107249.13224974117,210230.16793988488,3,8000.0,0.8468664058378833,118,1,12676.572009941097,0
1638,Nakuru,Medium,744682.7031124233,84001.13055303929,246628.2404566054,1,6250.814842022417,0.9300557744362797,38,0,22855.91664381553,0
1639,Nandi,Medium,643599.3476884873,96527.13353371967,452234.4553858079,7,8000.0,0.48422232532834564,205,2,26981.169713117055,0
1640,Kilifi,Medium,848727.4358289369,88366.92959523975,152061.32322838128,5,8000.0,0.1764437673448287,190,4,17798.758612790698,1
1641,Busia,Medium,1048587.4153369945,95945.39916572005,208229.13659419506,7,8000.0,0.05013134545176076,23,1,18962.73958723941,0
1642,Kajiado,High,465648.75999014085,92212.8558390058,369082.701061824,6,8000.0,0.9363999541710242,149,0,7308.288831265036,0
1643,Busia,Medium,775679.5866373859,87515.04303149763,161986.03798440867,4,8000.0,0.7860476649345862,100,2,10848.059900095928,1
1644,Uasin Gishu,Medium,1417274.013473767,84146.1859792013,186495.3227465915,1,8000.0,0.5213031170742536,53,2,28321.16785131724,1
1645,Tharaka-Nithi,Medium,851755.8080642199,97286.14643237655,77025.27760165234,1,8000.0,0.27103807151500753,46,1,4111.455071970855,0
1646,Kisii,Very High,937837.4381130867,66211.42197896518,324795.6810856639,4,7902.326257722027,0.515944087123705,86,1,28866.088083540468,1
1647,Narok,Medium,1359682.2034177082,63989.495525396465,78041.75388286612,1,8000.0,0.8046920096113218,68,1,6039.971776795439,1
1648,Taita-Taveta,Very High,979858.8182304499,51054.21992646215,376283.49541825906,3,8000.0,0.5503881784615927,162,2,32775.897138752436,0
1649,West Pokot,Very High,985567.131228122,82863.66556131329,100216.69341871838,1,8000.0,0.9459589539040257,238,3,26788.206783929876,0
1650,Nyeri,Very High,672463.3314859046,92428.58871424655,159119.9503896685,7,8000.0,0.14605310257549298,22,1,26884.378442522328,1
1651,Machakos,Very High,978205.8465607972,59407.31485648956,109310.66051482712,6,8000.0,0.9342749830731203,31,1,19886.12078123107,1
1652,Busia,High,896300.7288279526,64133.30720904604,216050.10368799948,1,8000.0,0.5761809555102142,207,1,18379.756604728944,0
1653,Elgeyo-Marakwet,Medium,1131228.3735812928,96614.8936813936,379192.3724599775,5,8000.0,0.5611533176042011,84,3,20366.492241724947,0
1654,Narok,Very High,1219330.691169612,85413.32983924505,166177.79677174217,1,5907.822461544934,0.3732334903627938,164,0,10270.588383857837,0
1655,Siaya,Medium,907577.977511876,84760.83171146207,132337.56130611678,3,4896.567896717399,0.08681437553796799,173,0,17594.957797174615,0
1656,Tharaka-Nithi,Very High,995523.9880460027,81224.03865260984,247881.24355149482,2,2944.182388356703,0.7343997273577196,54,0,6338.002590660248,0
1657,Homa Bay,High,427531.41218898055,71820.09452228926,242040.55312929867,0,8000.0,0.2982798256674964,141,1,19452.457423112446,0
1658,Kisii,Very High,341087.0425654969,51679.60375445933,331403.06960004766,4,8000.0,0.3650357882073408,182,2,14586.919995371678,1
1659,Samburu,Medium,1173298.0474474076,83881.81703335041,92185.4416189052,4,8000.0,0.5303347796163533,197,0,27949.544758841657,0
1660,Kisumu,Medium,276275.7714399514,106974.6028741005,278557.1393382647,3,8000.0,0.10126592944394013,178,3,23498.291757848612,0
1661,Bomet,High,981834.0668387493,79489.19519091908,398785.0130737418,0,322.5960305411336,0.05971149292907573,173,2,17934.216874502337,0
1662,Uasin Gishu,Medium,856586.2063529082,57847.27609127936,128209.76386385893,1,8000.0,0.14444578827489718,130,0,26020.7081269009,0
1663,Vihiga,Medium,1207838.164904542,71995.94066564906,272868.70723389235,6,8000.0,0.7118145238633702,7,5,22382.905424833763,1
1664,Garissa,Very High,891206.1839235299,89250.31207642719,127952.39511809922,6,8000.0,0.2214876904137857,186,2,21933.472478318727,1
1665,Tana River,Medium,1350563.415704403,91033.7287404495,381431.06094947556,7,8000.0,0.5128472318689754,212,0,19403.577948552178,0
1666,Homa Bay,Very High,849025.3940416987,98363.4343157039,453065.4200679185,5,8000.0,0.2173119808085595,60,3,24634.518663893174,0
1667,Kisii,High,1186587.2254834762,90905.77898467769,107112.08559667069,4,8000.0,0.3062660869760551,157,0,14313.922322656255,1
1668,Laikipia,Medium,525440.8926240115,45036.94622301404,284992.4585334278,6,8000.0,0.08412710530398049,161,4,27582.97527427565,1
1669,Turkana,Very High,324490.5867281981,78441.34579549295,292858.27488747524,1,8000.0,0.3798164214308239,11,3,26987.329633029072,1
1670,Kisumu,Medium,892946.9599328422,53370.85467779727,266020.6186659724,5,8000.0,0.17272584040236932,173,3,26235.817739425296,1
1671,Marsabit,Very High,549850.9074359512,84517.2383392485,222836.62774426627,7,8000.0,0.5523104729041705,200,0,23159.58470781616,1
1672,Nakuru,High,885018.3755989939,85983.03507308097,181443.745479198,3,8000.0,0.8025847538271456,213,0,23568.69334228171,1
1673,Homa Bay,Very High,796701.1039470426,62691.31530202518,62127.11384565389,5,8000.0,0.84053320268141,124,3,26696.693526898325,0
1674,Baringo,Medium,1051285.8199888405,70492.84345196479,230526.7750529354,3,8000.0,0.8900298942760689,199,1,30480.643397547545,0
1675,Bungoma,Very High,633906.5080808842,65355.57952383625,353697.90492483426,5,8000.0,0.16150624772803535,15,7,17208.071100722533,0
1676,Laikipia,Medium,1006163.4921123255,87311.71691376352,382433.14837712736,3,8000.0,0.514807342110566,8,1,11511.66791341341,0
1677,Nyandarua,High,1115987.33425061,73818.60682741486,271557.42226098536,2,2972.377957044846,0.15328425606955473,144,0,15884.119618695438,0
1678,Bomet,Very High,848573.7498199525,65365.634707857054,131378.4269417597,3,8000.0,0.32581332747360353,116,2,4447.979680289087,0
1679,Kwale,Medium,1019557.7690278699,86780.110536266,96339.07691259356,1,8000.0,0.25819265711271183,158,2,22019.966371368253,1
1680,Embu,Medium,655357.7737594228,84144.40909409309,175818.25543391233,2,8000.0,0.061208335565023454,71,5,27380.02779007917,1
1681,Tharaka-Nithi,Medium,804336.1476321117,87277.61057526738,20787.968445898325,1,8000.0,0.8886463710512552,142,2,17558.77197604627,0
1682,Nandi,Very High,564482.3929348761,51877.38607624998,0.0,5,8000.0,0.7535331840520687,194,0,14956.33578202979,0
1683,Meru,Very High,1484693.1327619571,66291.11991932712,88586.81521752992,3,8000.0,0.5170913814765317,216,3,16388.417409261718,1
1684,Bungoma,Very High,1207198.4697276289,85196.31527179449,287428.7773277954,2,8000.0,0.36038629372255665,192,3,30190.727752248447,0
1685,Kwale,High,1315029.8193900934,50066.447367760884,53382.054525489075,5,3149.7458116200633,0.42043597199340105,99,3,31610.689256132322,0
1686,Nakuru,Medium,1203609.735129237,50478.502352988246,289468.68086956156,0,8000.0,0.23467134529176575,134,1,39670.940632792684,1
1687,Tharaka-Nithi,Medium,734210.1898419042,63989.900949479,150768.10380537316,3,8000.0,0.9213803983632362,156,2,8089.607125162633,1
1688,Nyamira,High,516369.66714353743,86599.51384082026,394334.36748504196,6,8000.0,0.30693123272292444,237,1,14337.497449115257,1
1689,Uasin Gishu,High,793981.7227464548,75169.7313219845,177900.61901295453,2,6033.187993381545,0.11723400443680773,134,1,24675.02476937493,1
1690,Siaya,Very High,1018826.7185074338,82603.6347316122,194572.42747028166,5,8000.0,0.5580076820333875,16,2,22752.853417837778,0
1691,Makueni,Very High,827436.8110400103,60242.96849996323,159962.13486967835,2,8000.0,0.7239096369472097,213,2,39733.97260125895,0
1692,Busia,Very High,341301.5985624383,60091.28925326039,162468.3565466937,2,8000.0,0.9242480160612944,34,1,28386.523325793303,0
1693,Laikipia,Very High,1086768.7390796414,95877.22745561594,260548.72982873936,4,6254.209627110364,0.6093531809426153,108,4,18949.244359340122,1
1694,Kajiado,Very High,500447.5226941264,81369.3610527831,284422.86083704437,2,8000.0,0.21596594512366557,12,1,7879.9924114715905,1
1695,West Pokot,Very High,794415.0116694033,58876.41874901691,244513.83803549627,0,8000.0,0.4019872438295693,171,3,17773.77938646855,1
1696,Kisii,High,1335946.0890534502,45331.54034722112,97222.49878669975,3,8000.0,0.33499009955637055,9,1,16148.293105942286,0
1697,Kericho,High,912266.6844970892,53887.0707580249,298809.55667168956,3,8000.0,0.06757767074746102,233,1,35274.46412555334,1
